index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.187587	 0.000000	-22.849525	 0.000000	22.849525	 3.141593
  1	  0	  1	  0	-0.093432	-0.066998	-11.380781	-8.160898	14.004372	-2.519497
  2	  0	 -1	  0	-0.093432	 0.066998	-11.380781	 8.160898	14.004372	 2.519497
  3	  1	  0	  0	-0.156001	 0.032767	-19.002054	 3.991325	19.416713	 2.934555
  4	 -1	  0	  0	-0.156001	-0.032767	-19.002054	-3.991325	19.416713	-2.934555
  5	  0	 -2	  0	-0.099195	-0.142399	-12.082661	-17.345266	21.138802	-2.179235
  6	  1	 -1	  0	-0.099767	 0.039689	-12.152417	 4.834401	13.078711	 2.762972
  7	 -1	 -1	  0	-0.014547	-0.054867	-1.771905	-6.683233	 6.914134	-1.829961
  8	  0	  2	  0	-0.099195	 0.142399	-12.082661	17.345266	21.138802	 2.179235
  9	  1	  1	  0	-0.014547	 0.054867	-1.771905	 6.683233	 6.914134	 1.829961
 10	 -1	  1	  0	-0.099767	-0.039689	-12.152417	-4.834401	13.078711	-2.762972
 11	 -2	  0	  0	-0.010094	-0.082679	-1.229540	-10.070925	10.145703	-1.692283
 12	  2	  0	  0	-0.010094	 0.082679	-1.229540	10.070925	10.145703	 1.692283
