index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.175448	 0.000000	21.370895	 0.000000	21.370895	 0.000000
  1	  0	  1	  0	-0.102659	 0.068362	-12.504589	 8.326964	15.023418	 2.554112
  2	  0	 -1	  0	-0.102659	-0.068362	-12.504589	-8.326964	15.023418	-2.554112
  3	  1	  0	  0	 0.177726	-0.140819	21.648417	-17.152812	27.620154	-0.670050
  4	 -1	  0	  0	 0.177726	 0.140819	21.648417	17.152812	27.620154	 0.670050
  5	  0	 -2	  0	-0.105833	-0.047746	-12.891322	-5.815806	14.142481	-2.717790
  6	  1	 -1	  0	-0.002700	-0.117619	-0.328837	-14.326909	14.330682	-1.593745
  7	 -1	 -1	  0	-0.084979	-0.039359	-10.351030	-4.794244	11.407392	-2.707844
  8	  0	  2	  0	-0.105833	 0.047746	-12.891322	 5.815806	14.142481	 2.717790
  9	  1	  1	  0	-0.084979	 0.039359	-10.351030	 4.794244	11.407392	 2.707844
 10	 -1	  1	  0	-0.002700	 0.117619	-0.328837	14.326909	14.330682	 1.593745
 11	 -2	  0	  0	 0.033499	-0.086093	 4.080478	-10.486804	11.252705	-1.199717
 12	  2	  0	  0	 0.033499	 0.086093	 4.080478	10.486804	11.252705	 1.199717
