index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.082793	 0.000000	-10.084775	 0.000000	10.084775	 3.141593
  1	  0	  1	  0	-0.026174	 0.172415	-3.188218	21.001426	21.242049	 1.721456
  2	  0	 -1	  0	-0.026174	-0.172415	-3.188218	-21.001426	21.242049	-1.721456
  3	  1	  0	  0	-0.108564	 0.062757	-13.223963	 7.644229	15.274404	 2.617463
  4	 -1	  0	  0	-0.108564	-0.062757	-13.223963	-7.644229	15.274404	-2.617463
  5	  0	 -2	  0	-0.050853	-0.008268	-6.194309	-1.007047	 6.275636	-2.980426
  6	  1	 -1	  0	 0.042206	-0.011670	 5.140990	-1.421475	 5.333889	-0.269759
  7	 -1	 -1	  0	-0.087542	-0.028818	-10.663235	-3.510230	11.226143	-2.823576
  8	  0	  2	  0	-0.050853	 0.008268	-6.194309	 1.007047	 6.275636	 2.980426
  9	  1	  1	  0	-0.087542	 0.028818	-10.663235	 3.510230	11.226143	 2.823576
 10	 -1	  1	  0	 0.042206	 0.011670	 5.140990	 1.421475	 5.333889	 0.269759
 11	 -2	  0	  0	-0.017733	-0.093163	-2.160038	-11.347932	11.551681	-1.758893
 12	  2	  0	  0	-0.017733	 0.093163	-2.160038	11.347932	11.551681	 1.758893
