index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.193451	 0.000000	-23.563740	 0.000000	23.563740	 3.141593
  1	  0	  1	  0	-0.080881	-0.090956	-9.851944	-11.079127	14.825918	-2.297632
  2	  0	 -1	  0	-0.080881	 0.090956	-9.851944	11.079127	14.825918	 2.297632
  3	  1	  0	  0	 0.122195	-0.038880	14.884233	-4.735931	15.619521	-0.308055
  4	 -1	  0	  0	 0.122195	 0.038880	14.884233	 4.735931	15.619521	 0.308055
  5	  0	 -2	  0	 0.059007	-0.000029	 7.187440	-0.003508	 7.187441	-0.000488
  6	  1	 -1	  0	 0.065395	-0.095499	 7.965659	-11.632504	14.098470	-0.970361
  7	 -1	 -1	  0	 0.009619	-0.074156	 1.171661	-9.032763	 9.108436	-1.441804
  8	  0	  2	  0	 0.059007	 0.000029	 7.187440	 0.003508	 7.187441	 0.000488
  9	  1	  1	  0	 0.009619	 0.074156	 1.171661	 9.032763	 9.108436	 1.441804
 10	 -1	  1	  0	 0.065395	 0.095499	 7.965659	11.632504	14.098470	 0.970361
 11	 -2	  0	  0	-0.044376	-0.089658	-5.405358	-10.921016	12.185503	-2.030396
 12	  2	  0	  0	-0.044376	 0.089658	-5.405358	10.921016	12.185503	 2.030396
