index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.074695	 0.000000	 9.098405	 0.000000	 9.098405	 0.000000
  1	  0	  1	  0	-0.126071	-0.132637	-15.356438	-16.156200	22.289975	-2.330821
  2	  0	 -1	  0	-0.126071	 0.132637	-15.356438	16.156200	22.289975	 2.330821
  3	  1	  0	  0	-0.000078	-0.095092	-0.009534	-11.582891	11.582895	-1.571619
  4	 -1	  0	  0	-0.000078	 0.095092	-0.009534	11.582891	11.582895	 1.571619
  5	  0	 -2	  0	 0.165069	-0.002810	20.106707	-0.342337	20.109621	-0.017024
  6	  1	 -1	  0	 0.004679	-0.006898	 0.569890	-0.840255	 1.015285	-0.974827
  7	 -1	 -1	  0	 0.014914	-0.097683	 1.816606	-11.898575	12.036451	-1.419292
  8	  0	  2	  0	 0.165069	 0.002810	20.106707	 0.342337	20.109621	 0.017024
  9	  1	  1	  0	 0.014914	 0.097683	 1.816606	11.898575	12.036451	 1.419292
 10	 -1	  1	  0	 0.004679	 0.006898	 0.569890	 0.840255	 1.015285	 0.974827
 11	 -2	  0	  0	-0.024995	 0.061503	-3.044607	 7.491545	 8.086587	 1.956813
 12	  2	  0	  0	-0.024995	-0.061503	-3.044607	-7.491545	 8.086587	-1.956813
