index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.016590	 0.000000	-2.020830	 0.000000	 2.020830	 3.141593
  1	  0	  1	  0	 0.050697	-0.074825	 6.175330	-9.114295	11.009318	-0.975301
  2	  0	 -1	  0	 0.050697	 0.074825	 6.175330	 9.114295	11.009318	 0.975301
  3	  1	  0	  0	 0.071024	-0.024543	 8.651262	-2.989499	 9.153220	-0.332711
  4	 -1	  0	  0	 0.071024	 0.024543	 8.651262	 2.989499	 9.153220	 0.332711
  5	  0	 -2	  0	 0.027899	 0.095773	 3.398267	11.665854	12.150736	 1.287340
  6	  1	 -1	  0	 0.003662	 0.030957	 0.446058	 3.770766	 3.797057	 1.453050
  7	 -1	 -1	  0	 0.029474	 0.015555	 3.590186	 1.894711	 4.059479	 0.485598
  8	  0	  2	  0	 0.027899	-0.095773	 3.398267	-11.665854	12.150736	-1.287340
  9	  1	  1	  0	 0.029474	-0.015555	 3.590186	-1.894711	 4.059479	-0.485598
 10	 -1	  1	  0	 0.003662	-0.030957	 0.446058	-3.770766	 3.797057	-1.453050
 11	 -2	  0	  0	 0.017357	-0.095376	 2.114188	-11.617493	11.808299	-1.390783
 12	  2	  0	  0	 0.017357	 0.095376	 2.114188	11.617493	11.808299	 1.390783
