index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.055413	 0.000000	 6.749718	 0.000000	 6.749718	 0.000000
  1	  0	  1	  0	 0.019518	 0.141634	 2.377466	17.252074	17.415120	 1.433851
  2	  0	 -1	  0	 0.019518	-0.141634	 2.377466	-17.252074	17.415120	-1.433851
  3	  1	  0	  0	-0.083050	 0.075033	-10.116072	 9.139532	13.633267	 2.406866
  4	 -1	  0	  0	-0.083050	-0.075033	-10.116072	-9.139532	13.633267	-2.406866
  5	  0	 -2	  0	-0.107689	-0.073345	-13.117284	-8.933962	15.870690	-2.543676
  6	  1	 -1	  0	-0.037529	 0.029458	-4.571315	 3.588151	 5.811347	 2.476110
  7	 -1	 -1	  0	 0.053837	-0.138737	 6.557783	-16.899191	18.126973	-1.200631
  8	  0	  2	  0	-0.107689	 0.073345	-13.117284	 8.933962	15.870690	 2.543676
  9	  1	  1	  0	 0.053837	 0.138737	 6.557783	16.899191	18.126973	 1.200631
 10	 -1	  1	  0	-0.037529	-0.029458	-4.571315	-3.588151	 5.811347	-2.476110
 11	 -2	  0	  0	-0.014894	-0.010811	-1.814202	-1.316917	 2.241785	-2.513699
 12	  2	  0	  0	-0.014894	 0.010811	-1.814202	 1.316917	 2.241785	 2.513699
