 (7.171856233464489472e-02+0.000000000000000000e+00j)  (4.226531572300615963e-02+9.554875722526337545e-02j)  (4.226531572300615963e-02-9.554875722526337545e-02j)  (-1.006019286458443573e-01-2.986811634353494713e-02j)  (9.692962983435701729e-02-9.728831566520991514e-02j)  (-5.172860186804906224e-03-1.618117886304469288e-01j)  (-1.006019286458443573e-01+2.986811634353494713e-02j)  (-5.172860186804906224e-03+1.618117886304469288e-01j)  (9.692962983435701729e-02+9.728831566520991514e-02j)  (1.578311609493442125e-02+5.487435342867696270e-02j)  (-1.826524829478422957e-02-3.681139349193819632e-02j)  (2.948418304792935207e-02-4.128697059897076804e-02j)  (-2.830729882535271136e-03-1.342272184797492218e-01j)  (1.209067259760811808e-01+5.015278676347290771e-02j)  (5.324196952167127572e-02+1.281081451479416655e-01j)  (1.578311609493442125e-02-5.487435342867696270e-02j)  (2.948418304792935207e-02+4.128697059897076804e-02j)  (-2.830729882535271136e-03+1.342272184797492218e-01j)  (5.324196952167127572e-02-1.281081451479416655e-01j)  (1.011111547439041969e-01+7.167954622491069794e-02j)  (4.649095932767324801e-02-1.031904225587048675e-02j)  (5.069181230431178686e-02+2.844804868833303996e-02j)  (-4.687877628127157248e-02-1.958109315404567979e-02j)  (-6.518705108513661584e-02-1.339599050961556292e-01j)  (-1.826524829478422957e-02+3.681139349193819632e-02j)  (1.209067259760811808e-01-5.015278676347290771e-02j)  (1.011111547439041969e-01-7.167954622491069794e-02j)  (5.069181230431178686e-02-2.844804868833303996e-02j)  (4.649095932767324801e-02+1.031904225587048675e-02j)  (-2.629128675075096538e-02-1.353101556512635584e-01j)  (9.641698088788794307e-02-1.580428716663098698e-01j)  (-4.687877628127157248e-02+1.958109315404567979e-02j)  (-6.518705108513661584e-02+1.339599050961556292e-01j)  (-2.991486723424143998e-02+4.676122499756991263e-02j)  (1.197147034672222943e-01+2.742545232307602721e-03j)  (-1.365066367567384364e-02+3.197441566579813099e-02j)  (7.781018561729047267e-02-1.231912326566456939e-01j)  (-1.661799197226609404e-01+4.643635417646069241e-02j)  (4.744998321147435305e-03+7.059437031007141650e-02j)  (4.652700736180762076e-02+3.900798509662206648e-02j)  (9.384113888432771278e-02-3.667434743042929934e-04j)  (-1.139991502062637496e-01-6.216598142901755969e-02j)  (-7.585032515689886512e-02+3.171726976628390371e-02j)  (9.255940870345501226e-02+1.654611565337954504e-02j)  (1.953436035272906532e-02+1.095549969128197659e-01j)  (-9.786895096444450659e-02-3.821922196482820111e-02j)  (-6.023214971566451248e-02+3.132756627130409144e-02j)  (-2.991486723424143998e-02-4.676122499756991263e-02j)  (-1.365066367567384364e-02-3.197441566579813099e-02j)  (1.197147034672222943e-01-2.742545232307602721e-03j)  (4.652700736180762076e-02-3.900798509662206648e-02j)  (9.255940870345501226e-02-1.654611565337954504e-02j)  (9.384113888432771278e-02+3.667434743042929934e-04j)  (7.781018561729047267e-02+1.231912326566456939e-01j)  (4.744998321147435305e-03-7.059437031007141650e-02j)  (1.953436035272906532e-02-1.095549969128197659e-01j)  (-6.023214971566451248e-02-3.132756627130409144e-02j)  (-1.661799197226609404e-01-4.643635417646069241e-02j)  (-1.139991502062637496e-01+6.216598142901755969e-02j)  (8.005607474341458474e-02+1.486890467744133443e-02j)  (-7.585032515689886512e-02-3.171726976628390371e-02j)  (4.515537835318160498e-02+7.334692909162235375e-02j)  (-6.814376529871367383e-02+8.684893386056125042e-02j)  (5.729023754658151002e-02-3.882534796575300498e-03j)  (-6.911736199652365742e-02-2.483902127390670567e-03j)  (-2.629128675075096538e-02+1.353101556512635584e-01j)  (9.641698088788794307e-02+1.580428716663098698e-01j)  (8.005607474341458474e-02-1.486890467744133443e-02j)  (1.880905558583140236e-03-7.937406224433618540e-02j)  (-1.231304917641880547e-01-5.432533449185637797e-02j)  (-1.042698958601221554e-01+1.897651949274581015e-02j)  (-4.584226413138094841e-02+1.338403585709850574e-01j)  (-1.484169477176200402e-02-4.176351418730998855e-02j)  (2.064345457666894382e-02-4.869710133818345998e-02j)  (-9.786895096444450659e-02+3.821922196482820111e-02j)  (-4.644474650520102194e-03+5.648585873016724601e-02j)  (-1.548498808852001585e-02+4.023812702331320407e-02j)  (4.515537835318160498e-02-7.334692909162235375e-02j)  (1.880905558583140236e-03+7.937406224433618540e-02j)  (-6.814376529871367383e-02-8.684893386056125042e-02j)  (5.729023754658151002e-02+3.882534796575300498e-03j)  (-1.231304917641880547e-01+5.432533449185637797e-02j)  (-6.911736199652365742e-02+2.483902127390670567e-03j)  (-1.042698958601221554e-01-1.897651949274581015e-02j)  (-4.584226413138094841e-02-1.338403585709850574e-01j)  (-1.484169477176200402e-02+4.176351418730998855e-02j)  (-4.644474650520102194e-03-5.648585873016724601e-02j)  (2.064345457666894382e-02+4.869710133818345998e-02j)  (-1.548498808852001585e-02-4.023812702331320407e-02j)  (2.444406101741659204e-02+6.529545312178053340e-02j)  (-2.302911153881068151e-02+6.670578993622250374e-03j)  (2.444406101741659204e-02-6.529545312178053340e-02j)  (-2.302911153881068151e-02-6.670578993622250374e-03j)  (1.089534912500100955e-01-2.626639936146134627e-02j)  (1.089534912500100955e-01+2.626639936146134627e-02j)
 (-1.723569539246883140e-03+0.000000000000000000e+00j)  (-1.062743680890264331e-02+3.086566578663389737e-02j)  (-1.062743680890264331e-02-3.086566578663389737e-02j)  (-3.305708962889513519e-02-3.983445707056337132e-02j)  (4.568843768028425789e-02-3.575798691178742189e-02j)  (-1.025628246944559063e-01-1.552149203993380758e-02j)  (-3.305708962889513519e-02+3.983445707056337132e-02j)  (-1.025628246944559063e-01+1.552149203993380758e-02j)  (4.568843768028425789e-02+3.575798691178742189e-02j)  (-7.429343313639479029e-02+2.282119024120880107e-02j)  (6.713871527596863842e-02+6.937344567170919407e-02j)  (7.679567394725582419e-02+2.463295592363225206e-03j)  (-1.787531272059035559e-01-7.111848836203456259e-02j)  (7.066636354833756573e-02+1.398749047115362409e-01j)  (-6.036117096740310078e-02-8.707174918072360659e-02j)  (-7.429343313639479029e-02-2.282119024120880107e-02j)  (7.679567394725582419e-02-2.463295592363225206e-03j)  (-1.787531272059035559e-01+7.111848836203456259e-02j)  (-6.036117096740310078e-02+8.707174918072360659e-02j)  (-3.317532181064612729e-02-6.397884817092154564e-02j)  (-6.224811720338035981e-03+5.331411157615587038e-02j)  (4.872420722529326176e-02-2.889330923451458727e-02j)  (5.822812812029485446e-03-5.072060925735471376e-02j)  (-6.003523866779898743e-02+1.543305535513168070e-01j)  (6.713871527596863842e-02-6.937344567170919407e-02j)  (7.066636354833756573e-02-1.398749047115362409e-01j)  (-3.317532181064612729e-02+6.397884817092154564e-02j)  (4.872420722529326176e-02+2.889330923451458727e-02j)  (-6.224811720338035981e-03-5.331411157615587038e-02j)  (-6.648010044318200529e-02-1.074397747423872923e-01j)  (8.423918018250091400e-02+2.412453534931801452e-02j)  (5.822812812029485446e-03+5.072060925735471376e-02j)  (-6.003523866779898743e-02-1.543305535513168070e-01j)  (-5.287074736616104859e-02-3.157156438159516854e-03j)  (-2.396762158697834932e-02+1.105768077789830162e-02j)  (6.260629845100812441e-04+2.877155480334261939e-02j)  (-1.316165745075849672e-02-4.423319079751512894e-02j)  (7.277364725586435434e-02+8.916751846055769037e-02j)  (2.297407354910491195e-04+1.226702087215813947e-01j)  (1.081012090701311545e-01+3.467010865053572755e-02j)  (-4.004452344031461664e-02-1.418489324592899989e-02j)  (-1.014732792014759744e-01-3.717529726383173028e-03j)  (-2.304571279115919663e-02+6.274566519688962174e-02j)  (-1.074286299333194750e-01-1.004633974069136515e-01j)  (-2.620211372757664386e-02+3.239134683109020502e-02j)  (7.673978566702988058e-03+7.007645095644415845e-02j)  (-1.006088210202883693e-02+2.974852907213186917e-02j)  (-5.287074736616104859e-02+3.157156438159516854e-03j)  (6.260629845100812441e-04-2.877155480334261939e-02j)  (-2.396762158697834932e-02-1.105768077789830162e-02j)  (1.081012090701311545e-01-3.467010865053572755e-02j)  (-1.074286299333194750e-01+1.004633974069136515e-01j)  (-4.004452344031461664e-02+1.418489324592899989e-02j)  (-1.316165745075849672e-02+4.423319079751512894e-02j)  (2.297407354910491195e-04-1.226702087215813947e-01j)  (-2.620211372757664386e-02-3.239134683109020502e-02j)  (-1.006088210202883693e-02-2.974852907213186917e-02j)  (7.277364725586435434e-02-8.916751846055769037e-02j)  (-1.014732792014759744e-01+3.717529726383173028e-03j)  (1.533639094000449100e-02-5.724110940458487090e-02j)  (-2.304571279115919663e-02-6.274566519688962174e-02j)  (-7.103377044907813187e-02+9.099698378559528678e-02j)  (-7.265220832481256164e-02+1.001509362856202456e-01j)  (3.398672913655842454e-02+7.609405176093143180e-03j)  (1.271328920611412561e-01-1.154842694429259048e-01j)  (-6.648010044318200529e-02+1.074397747423872923e-01j)  (8.423918018250091400e-02-2.412453534931801452e-02j)  (1.533639094000449100e-02+5.724110940458487090e-02j)  (9.879674944983504736e-02-4.882602865279587340e-02j)  (5.329639138577874080e-02+3.708089851074994336e-02j)  (-2.206126214211746178e-02-9.338942413599476966e-02j)  (8.350164856213296641e-03+6.176698417389230034e-02j)  (-4.169878628987324504e-02-4.636280567592450386e-02j)  (-8.766526255734313766e-02+8.343851646444458425e-02j)  (7.673978566702988058e-03-7.007645095644415845e-02j)  (-8.502080030392603072e-02-1.877506451422806394e-02j)  (-1.975387310428735124e-04-1.997911357742242211e-02j)  (-7.103377044907813187e-02-9.099698378559528678e-02j)  (9.879674944983504736e-02+4.882602865279587340e-02j)  (-7.265220832481256164e-02-1.001509362856202456e-01j)  (3.398672913655842454e-02-7.609405176093143180e-03j)  (5.329639138577874080e-02-3.708089851074994336e-02j)  (1.271328920611412561e-01+1.154842694429259048e-01j)  (-2.206126214211746178e-02+9.338942413599476966e-02j)  (8.350164856213296641e-03-6.176698417389230034e-02j)  (-4.169878628987324504e-02+4.636280567592450386e-02j)  (-8.502080030392603072e-02+1.877506451422806394e-02j)  (-8.766526255734313766e-02-8.343851646444458425e-02j)  (-1.975387310428735124e-04+1.997911357742242211e-02j)  (-3.665449965290336343e-02-1.048795981264269012e-01j)  (7.051203541310668843e-03-2.836649989470196170e-02j)  (-3.665449965290336343e-02+1.048795981264269012e-01j)  (7.051203541310668843e-03+2.836649989470196170e-02j)  (-1.009609047604300702e-01-1.185363319207705275e-02j)  (-1.009609047604300702e-01+1.185363319207705275e-02j)
 (-2.349391143000401083e-02+0.000000000000000000e+00j)  (-7.181785159646685013e-02+8.412228890663527026e-02j)  (-7.181785159646685013e-02-8.412228890663527026e-02j)  (-1.517138202895432220e-02+1.546761638122430560e-02j)  (-6.604987925105255953e-02+8.038585965361562391e-03j)  (-9.708220727574484732e-02+3.174715518469847786e-02j)  (-1.517138202895432220e-02-1.546761638122430560e-02j)  (-9.708220727574484732e-02-3.174715518469847786e-02j)  (-6.604987925105255953e-02-8.038585965361562391e-03j)  (-4.332654813102146396e-03-1.429885542797157960e-01j)  (4.070504698686579909e-02-9.371696073210986078e-02j)  (1.224920704998027077e-01+4.746731355043486839e-02j)  (-2.911263642100014523e-03+1.178739820204983829e-01j)  (-6.625105807583785145e-02-2.424657284182416689e-02j)  (1.157343006291608190e-01+7.034588173585105964e-02j)  (-4.332654813102146396e-03+1.429885542797157960e-01j)  (1.224920704998027077e-01-4.746731355043486839e-02j)  (-2.911263642100014523e-03-1.178739820204983829e-01j)  (1.157343006291608190e-01-7.034588173585105964e-02j)  (1.140185293275473993e-01-8.328167919748963310e-02j)  (1.038993642114748039e-01-5.237883972671225630e-02j)  (4.810099049264129206e-02+1.324764516632328804e-01j)  (-6.774108771846085175e-02+4.753488399240015511e-02j)  (-3.110153163833700996e-03-4.179970924833870810e-02j)  (4.070504698686579909e-02+9.371696073210986078e-02j)  (-6.625105807583785145e-02+2.424657284182416689e-02j)  (1.140185293275473993e-01+8.328167919748963310e-02j)  (4.810099049264129206e-02-1.324764516632328804e-01j)  (1.038993642114748039e-01+5.237883972671225630e-02j)  (-2.801165747912358339e-04-9.978148229562674998e-02j)  (-3.478875746717239453e-02-6.851855910611644174e-02j)  (-6.774108771846085175e-02-4.753488399240015511e-02j)  (-3.110153163833700996e-03+4.179970924833870810e-02j)  (5.375755203868999577e-02+4.407841013699088234e-02j)  (-1.041491136798762193e-02+1.208327479653047154e-01j)  (9.971131043526308690e-02-7.188379397536864834e-02j)  (-9.188600367243379696e-03+3.083838216778630667e-02j)  (-3.125032579595387466e-02+5.409436412786432224e-02j)  (-1.268248594417122344e-01-2.023795628225594223e-02j)  (-1.283489219034276152e-01+6.829628187106921711e-02j)  (-8.977186104726551930e-03-1.228211544696680008e-01j)  (-3.492969284383951045e-02+5.789066318144174550e-02j)  (4.844478932994029236e-02-5.091406854695524481e-02j)  (1.492481395226014085e-01-7.753557908379117916e-03j)  (3.055659662757861245e-02+3.367900631143802559e-02j)  (-3.065388240216623816e-02-7.178818879889539706e-02j)  (-9.901021179540881595e-03-1.649621976639598434e-02j)  (5.375755203868999577e-02-4.407841013699088234e-02j)  (9.971131043526308690e-02+7.188379397536864834e-02j)  (-1.041491136798762193e-02-1.208327479653047154e-01j)  (-1.283489219034276152e-01-6.829628187106921711e-02j)  (1.492481395226014085e-01+7.753557908379117916e-03j)  (-8.977186104726551930e-03+1.228211544696680008e-01j)  (-9.188600367243379696e-03-3.083838216778630667e-02j)  (-1.268248594417122344e-01+2.023795628225594223e-02j)  (3.055659662757861245e-02-3.367900631143802559e-02j)  (-9.901021179540881595e-03+1.649621976639598434e-02j)  (-3.125032579595387466e-02-5.409436412786432224e-02j)  (-3.492969284383951045e-02-5.789066318144174550e-02j)  (-3.130066035749978076e-02-3.384815991699621079e-02j)  (4.844478932994029236e-02+5.091406854695524481e-02j)  (-2.901510772100054231e-02-3.789513294051211068e-02j)  (3.640863341494957051e-02+1.068699716820885603e-01j)  (9.440691783813280613e-02-5.014356871126940396e-02j)  (-7.274058233560175279e-02+3.237067218589844558e-02j)  (-2.801165747912358339e-04+9.978148229562674998e-02j)  (-3.478875746717239453e-02+6.851855910611644174e-02j)  (-3.130066035749978076e-02+3.384815991699621079e-02j)  (-9.046844799409062277e-02-1.992603011624477158e-02j)  (-4.994390984555199114e-02-1.100875899564240090e-01j)  (-4.512662935998199010e-02+5.334278298366382232e-02j)  (5.978447599670756035e-02-6.553694377140703575e-02j)  (-2.257507251512622104e-03+6.052546134906535563e-02j)  (-1.520741484926725340e-01+1.363912598495084227e-01j)  (-3.065388240216623816e-02+7.178818879889539706e-02j)  (-3.068273615265153936e-02-1.758892387645766275e-02j)  (-7.803963057815788140e-02+4.120595138269356889e-02j)  (-2.901510772100054231e-02+3.789513294051211068e-02j)  (-9.046844799409062277e-02+1.992603011624477158e-02j)  (3.640863341494957051e-02-1.068699716820885603e-01j)  (9.440691783813280613e-02+5.014356871126940396e-02j)  (-4.994390984555199114e-02+1.100875899564240090e-01j)  (-7.274058233560175279e-02-3.237067218589844558e-02j)  (-4.512662935998199010e-02-5.334278298366382232e-02j)  (5.978447599670756035e-02+6.553694377140703575e-02j)  (-2.257507251512622104e-03-6.052546134906535563e-02j)  (-3.068273615265153936e-02+1.758892387645766275e-02j)  (-1.520741484926725340e-01-1.363912598495084227e-01j)  (-7.803963057815788140e-02-4.120595138269356889e-02j)  (2.061064372826194868e-03+1.053675572289266595e-02j)  (1.191904862419168876e-01-4.565989141052437250e-02j)  (2.061064372826194868e-03-1.053675572289266595e-02j)  (1.191904862419168876e-01+4.565989141052437250e-02j)  (-4.820872895869299235e-04-7.416384493327957128e-02j)  (-4.820872895869299235e-04+7.416384493327957128e-02j)
 (-6.164378144854856800e-02+0.000000000000000000e+00j)  (-1.511861383647545853e-01-1.149074966099145334e-01j)  (-1.511861383647545853e-01+1.149074966099145334e-01j)  (2.450999068825942748e-02-1.043225333406009314e-01j)  (-3.548066912016371866e-02+4.865248707739297518e-02j)  (4.496662581381571933e-02-4.168071453278432426e-02j)  (2.450999068825942748e-02+1.043225333406009314e-01j)  (4.496662581381571933e-02+4.168071453278432426e-02j)  (-3.548066912016371866e-02-4.865248707739297518e-02j)  (-1.256272741916623220e-02+1.288926890050243190e-02j)  (-5.793168511728936931e-02+2.498940848753460758e-02j)  (-1.973181173864127849e-02-3.310464992714898941e-02j)  (3.934595930053060020e-02+6.569680598862134846e-03j)  (-1.193776127989616687e-01+1.215683402039509364e-02j)  (4.395596803661567381e-02+1.159167300948807794e-01j)  (-1.256272741916623220e-02-1.288926890050243190e-02j)  (-1.973181173864127849e-02+3.310464992714898941e-02j)  (3.934595930053060020e-02-6.569680598862134846e-03j)  (4.395596803661567381e-02-1.159167300948807794e-01j)  (-8.932516681907934353e-02+2.473013249805075531e-03j)  (-1.241572010544031573e-01+1.178955638901782454e-02j)  (2.140545756944611799e-03-3.471651916470679111e-02j)  (-9.497619943778287666e-02-2.514610704763878962e-02j)  (1.108609152425829858e-01+3.243622256366855000e-02j)  (-5.793168511728936931e-02-2.498940848753460758e-02j)  (-1.193776127989616687e-01-1.215683402039509364e-02j)  (-8.932516681907934353e-02-2.473013249805075531e-03j)  (2.140545756944611799e-03+3.471651916470679111e-02j)  (-1.241572010544031573e-01-1.178955638901782454e-02j)  (1.030336314801966885e-02-1.358918802452337427e-01j)  (1.410772605078834119e-01+1.622168591320240216e-02j)  (-9.497619943778287666e-02+2.514610704763878962e-02j)  (1.108609152425829858e-01-3.243622256366855000e-02j)  (4.012014732135207873e-02+1.285083952299958532e-01j)  (9.002901288865595292e-03-8.510734032526438841e-02j)  (1.531332135398474903e-02+1.234720917897375314e-01j)  (6.028635544065253510e-02-3.704639018406759299e-02j)  (1.121767655321147805e-01-1.239967545630692863e-01j)  (-3.412350763699063816e-02+3.846773409887783296e-02j)  (-6.884769985139976844e-02+1.840485165337205770e-02j)  (-6.988881244393081726e-02-1.605448948907394272e-02j)  (3.436415962539101504e-02+2.081965502797315098e-02j)  (-5.435607012230250779e-02-2.923688283234287047e-02j)  (-2.953771016524494447e-02+1.222544417840998043e-01j)  (-1.622621166437866053e-02+4.780059631717781254e-02j)  (-1.476810859413437912e-02-1.447601516333350824e-03j)  (8.029874167862185996e-02-4.352664902048525297e-02j)  (4.012014732135207873e-02-1.285083952299958532e-01j)  (1.531332135398474903e-02-1.234720917897375314e-01j)  (9.002901288865595292e-03+8.510734032526438841e-02j)  (-6.884769985139976844e-02-1.840485165337205770e-02j)  (-2.953771016524494447e-02-1.222544417840998043e-01j)  (-6.988881244393081726e-02+1.605448948907394272e-02j)  (6.028635544065253510e-02+3.704639018406759299e-02j)  (-3.412350763699063816e-02-3.846773409887783296e-02j)  (-1.622621166437866053e-02-4.780059631717781254e-02j)  (8.029874167862185996e-02+4.352664902048525297e-02j)  (1.121767655321147805e-01+1.239967545630692863e-01j)  (3.436415962539101504e-02-2.081965502797315098e-02j)  (4.833353996790201723e-02-3.895729416151798991e-02j)  (-5.435607012230250779e-02+2.923688283234287047e-02j)  (4.700390021536314522e-02-3.921911394761012221e-03j)  (8.302559290111186097e-03+4.244058762222596703e-02j)  (5.668741128259198458e-02+1.380182020052575162e-02j)  (-2.789122726179369544e-02-4.199293315955537897e-02j)  (1.030336314801966885e-02+1.358918802452337427e-01j)  (1.410772605078834119e-01-1.622168591320240216e-02j)  (4.833353996790201723e-02+3.895729416151798991e-02j)  (-3.081600856845426173e-02+1.461032352897352789e-02j)  (9.931307814902483322e-02-4.213869914855450372e-03j)  (-6.217472529984301166e-02-1.185149575165585223e-01j)  (1.317668684404641466e-01-1.173510877614951375e-01j)  (7.507420966776658100e-02+9.616610855757379284e-03j)  (6.212756841025035559e-02+2.890026196463776897e-02j)  (-1.476810859413437912e-02+1.447601516333350824e-03j)  (9.584346661860899952e-02-3.200122042162990843e-02j)  (-1.856623742295554491e-02+2.231022823118915949e-02j)  (4.700390021536314522e-02+3.921911394761012221e-03j)  (-3.081600856845426173e-02-1.461032352897352789e-02j)  (8.302559290111186097e-03-4.244058762222596703e-02j)  (5.668741128259198458e-02-1.380182020052575162e-02j)  (9.931307814902483322e-02+4.213869914855450372e-03j)  (-2.789122726179369544e-02+4.199293315955537897e-02j)  (-6.217472529984301166e-02+1.185149575165585223e-01j)  (1.317668684404641466e-01+1.173510877614951375e-01j)  (7.507420966776658100e-02-9.616610855757379284e-03j)  (9.584346661860899952e-02+3.200122042162990843e-02j)  (6.212756841025035559e-02-2.890026196463776897e-02j)  (-1.856623742295554491e-02-2.231022823118915949e-02j)  (9.159298281585054324e-02-4.613056315404343716e-02j)  (4.660006697204435028e-02+7.107570517251490805e-02j)  (9.159298281585054324e-02+4.613056315404343716e-02j)  (4.660006697204435028e-02-7.107570517251490805e-02j)  (-9.962944958870353918e-02-7.370646294313790148e-03j)  (-9.962944958870353918e-02+7.370646294313790148e-03j)
 (1.890783809074566002e-01+0.000000000000000000e+00j)  (-6.549740788453252416e-02+1.557076144654620242e-01j)  (-6.549740788453252416e-02-1.557076144654620242e-01j)  (1.653399918164071003e-02-2.626434577374826829e-02j)  (-1.265725668341994292e-01+7.714543250744769487e-02j)  (4.174455183392085378e-02-4.238388600259913874e-03j)  (1.653399918164071003e-02+2.626434577374826829e-02j)  (4.174455183392085378e-02+4.238388600259913874e-03j)  (-1.265725668341994292e-01-7.714543250744769487e-02j)  (3.457073774007479033e-02+2.018037155596796167e-02j)  (-5.147412651744255607e-02+6.894928541351016960e-02j)  (1.404638111194102812e-01+2.542266561014384224e-02j)  (5.362113928812003300e-02+2.244418806227805457e-02j)  (3.920563555802839689e-02+4.367192158204588615e-02j)  (-5.151057810386802660e-02+5.107128415050030817e-02j)  (3.457073774007479033e-02-2.018037155596796167e-02j)  (1.404638111194102812e-01-2.542266561014384224e-02j)  (5.362113928812003300e-02-2.244418806227805457e-02j)  (-5.151057810386802660e-02-5.107128415050030817e-02j)  (9.758389041052063784e-03+1.566800165334602812e-01j)  (8.479348471318695624e-02+1.322615798814362476e-01j)  (7.465620837683113742e-02-1.510623568587911303e-02j)  (-5.128265743553023226e-02+3.556722384842754547e-02j)  (5.649055961202958248e-02+2.191775816005420152e-02j)  (-5.147412651744255607e-02-6.894928541351016960e-02j)  (3.920563555802839689e-02-4.367192158204588615e-02j)  (9.758389041052063784e-03-1.566800165334602812e-01j)  (7.465620837683113742e-02+1.510623568587911303e-02j)  (8.479348471318695624e-02-1.322615798814362476e-01j)  (-4.058597874331944244e-02+9.391388926242373592e-02j)  (8.120686406578900285e-02+2.977401526794482001e-02j)  (-5.128265743553023226e-02-3.556722384842754547e-02j)  (5.649055961202958248e-02-2.191775816005420152e-02j)  (-6.961170435454491767e-02+7.038770094740162686e-02j)  (-1.459983257344605878e-01+2.825543895345771633e-02j)  (-1.984212610599077678e-02-2.694697808589753552e-02j)  (2.415884869013596586e-02+5.873324134690843801e-02j)  (4.874565269465296058e-02+6.575911781826837554e-02j)  (2.642240410859206939e-02-8.994731631853447595e-02j)  (3.311472323159765641e-02-4.451489699549102813e-02j)  (4.660594321096941939e-02+2.577114858520672402e-02j)  (6.033046730205640640e-02-8.550506309624632262e-02j)  (-1.312395794868308763e-01-1.162599070136556556e-02j)  (3.044764285531141590e-02-3.352260385425116784e-02j)  (-6.369216388186144107e-02-6.132275206432359627e-02j)  (-1.233712748058058556e-02+1.202573095266978170e-02j)  (1.068854356530908253e-02+9.594893358249659276e-03j)  (-6.961170435454491767e-02-7.038770094740162686e-02j)  (-1.984212610599077678e-02+2.694697808589753552e-02j)  (-1.459983257344605878e-01-2.825543895345771633e-02j)  (3.311472323159765641e-02+4.451489699549102813e-02j)  (3.044764285531141590e-02+3.352260385425116784e-02j)  (4.660594321096941939e-02-2.577114858520672402e-02j)  (2.415884869013596586e-02-5.873324134690843801e-02j)  (2.642240410859206939e-02+8.994731631853447595e-02j)  (-6.369216388186144107e-02+6.132275206432359627e-02j)  (1.068854356530908253e-02-9.594893358249659276e-03j)  (4.874565269465296058e-02-6.575911781826837554e-02j)  (6.033046730205640640e-02+8.550506309624632262e-02j)  (4.206814457740924718e-02+8.286388330121668977e-02j)  (-1.312395794868308763e-01+1.162599070136556556e-02j)  (-8.690971634159815051e-02-3.892746425790896692e-02j)  (-5.901901643057230751e-02+6.716394599262201504e-02j)  (-1.529046349327857768e-01+1.869300631819556177e-02j)  (6.093227122159697307e-02-4.119061608357145465e-02j)  (-4.058597874331944244e-02-9.391388926242373592e-02j)  (8.120686406578900285e-02-2.977401526794482001e-02j)  (4.206814457740924718e-02-8.286388330121668977e-02j)  (-9.929733735121466787e-03+7.830274520787811054e-02j)  (1.251520396397368118e-02+8.176907162551030894e-02j)  (8.988548383776760742e-02-1.357284849544080074e-01j)  (-5.951587261376707627e-02-8.388251604267251901e-03j)  (8.946321363500993329e-02-6.806332218431539183e-02j)  (1.710653305939853486e-02+2.018402901977613129e-02j)  (-1.233712748058058556e-02-1.202573095266978170e-02j)  (-5.547193069842501489e-02+3.730676751818296638e-02j)  (-3.508289501866491966e-02-4.747601909993656027e-02j)  (-8.690971634159815051e-02+3.892746425790896692e-02j)  (-9.929733735121466787e-03-7.830274520787811054e-02j)  (-5.901901643057230751e-02-6.716394599262201504e-02j)  (-1.529046349327857768e-01-1.869300631819556177e-02j)  (1.251520396397368118e-02-8.176907162551030894e-02j)  (6.093227122159697307e-02+4.119061608357145465e-02j)  (8.988548383776760742e-02+1.357284849544080074e-01j)  (-5.951587261376707627e-02+8.388251604267251901e-03j)  (8.946321363500993329e-02+6.806332218431539183e-02j)  (-5.547193069842501489e-02-3.730676751818296638e-02j)  (1.710653305939853486e-02-2.018402901977613129e-02j)  (-3.508289501866491966e-02+4.747601909993656027e-02j)  (1.861163412312776336e-02-4.731872829175216844e-02j)  (-7.989182713526943314e-02+1.269818831441456297e-03j)  (1.861163412312776336e-02+4.731872829175216844e-02j)  (-7.989182713526943314e-02-1.269818831441456297e-03j)  (1.155253123924052105e-01-8.407547982926877328e-02j)  (1.155253123924052105e-01+8.407547982926877328e-02j)
