index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	84.3816	-12	0	-70.00000	 0.00000
1	5	84.3716	-11	-4	-64.16667	-23.33333
2	5	84.3615	-11	-3	-64.16667	-17.50000
3	5	84.3543	-11	-2	-64.16667	-11.66667
4	5	84.35	-11	-1	-64.16667	-5.83333
5	5	84.3486	-11	0	-64.16667	 0.00000
6	5	84.35	-11	1	-64.16667	 5.83333
7	5	84.3543	-11	2	-64.16667	11.66667
8	5	84.3615	-11	3	-64.16667	17.50000
9	5	84.3716	-11	4	-64.16667	23.33333
10	5	84.3702	-10	-6	-58.33333	-35.00000
11	5	84.3544	-10	-5	-58.33333	-29.16667
12	5	84.3414	-10	-4	-58.33333	-23.33333
13	5	84.3314	-10	-3	-58.33333	-17.50000
14	5	84.3242	-10	-2	-58.33333	-11.66667
15	5	84.3198	-10	-1	-58.33333	-5.83333
16	5	84.3184	-10	0	-58.33333	 0.00000
17	5	84.3198	-10	1	-58.33333	 5.83333
18	5	84.3242	-10	2	-58.33333	11.66667
19	5	84.3314	-10	3	-58.33333	17.50000
20	5	84.3414	-10	4	-58.33333	23.33333
21	5	84.3544	-10	5	-58.33333	29.16667
22	5	84.3702	-10	6	-58.33333	35.00000
23	5	84.3616	-9	-7	-52.50000	-40.83333
24	5	84.3429	-9	-6	-52.50000	-35.00000
25	5	84.3271	-9	-5	-52.50000	-29.16667
26	5	84.3141	-9	-4	-52.50000	-23.33333
27	5	84.3041	-9	-3	-52.50000	-17.50000
28	5	84.2969	-9	-2	-52.50000	-11.66667
29	5	84.2926	-9	-1	-52.50000	-5.83333
30	5	84.2911	-9	0	-52.50000	 0.00000
31	5	84.2926	-9	1	-52.50000	 5.83333
32	5	84.2969	-9	2	-52.50000	11.66667
33	5	84.3041	-9	3	-52.50000	17.50000
34	5	84.3141	-9	4	-52.50000	23.33333
35	5	84.3271	-9	5	-52.50000	29.16667
36	5	84.3429	-9	6	-52.50000	35.00000
37	5	84.3616	-9	7	-52.50000	40.83333
38	5	84.3588	-8	-8	-46.66667	-46.66667
39	5	84.3372	-8	-7	-46.66667	-40.83333
40	5	84.3185	-8	-6	-46.66667	-35.00000
41	5	84.3027	-8	-5	-46.66667	-29.16667
42	5	84.2897	-8	-4	-46.66667	-23.33333
43	5	84.2797	-8	-3	-46.66667	-17.50000
44	5	84.2725	-8	-2	-46.66667	-11.66667
45	5	84.2682	-8	-1	-46.66667	-5.83333
46	5	84.2667	-8	0	-46.66667	 0.00000
47	5	84.2682	-8	1	-46.66667	 5.83333
48	5	84.2725	-8	2	-46.66667	11.66667
49	5	84.2797	-8	3	-46.66667	17.50000
50	5	84.2897	-8	4	-46.66667	23.33333
51	5	84.3027	-8	5	-46.66667	29.16667
52	5	84.3185	-8	6	-46.66667	35.00000
53	5	84.3372	-8	7	-46.66667	40.83333
54	5	84.3588	-8	8	-46.66667	46.66667
55	5	84.3616	-7	-9	-40.83333	-52.50000
56	5	84.3372	-7	-8	-40.83333	-46.66667
57	5	84.3156	-7	-7	-40.83333	-40.83333
58	5	84.2969	-7	-6	-40.83333	-35.00000
59	5	84.2811	-7	-5	-40.83333	-29.16667
60	5	84.2682	-7	-4	-40.83333	-23.33333
61	5	84.2581	-7	-3	-40.83333	-17.50000
62	5	84.2509	-7	-2	-40.83333	-11.66667
63	5	84.2466	-7	-1	-40.83333	-5.83333
64	5	84.2452	-7	0	-40.83333	 0.00000
65	5	84.2466	-7	1	-40.83333	 5.83333
66	5	84.2509	-7	2	-40.83333	11.66667
67	5	84.2581	-7	3	-40.83333	17.50000
68	5	84.2682	-7	4	-40.83333	23.33333
69	5	84.2811	-7	5	-40.83333	29.16667
70	5	84.2969	-7	6	-40.83333	35.00000
71	5	84.3156	-7	7	-40.83333	40.83333
72	5	84.3372	-7	8	-40.83333	46.66667
73	5	84.3616	-7	9	-40.83333	52.50000
74	5	84.3702	-6	-10	-35.00000	-58.33333
75	5	84.3429	-6	-9	-35.00000	-52.50000
76	5	84.3185	-6	-8	-35.00000	-46.66667
77	5	84.2969	-6	-7	-35.00000	-40.83333
78	5	84.2782	-6	-6	-35.00000	-35.00000
79	5	84.2624	-6	-5	-35.00000	-29.16667
80	5	84.2495	-6	-4	-35.00000	-23.33333
81	5	84.2395	-6	-3	-35.00000	-17.50000
82	5	84.2323	-6	-2	-35.00000	-11.66667
83	5	84.228	-6	-1	-35.00000	-5.83333
84	5	84.2266	-6	0	-35.00000	 0.00000
85	5	84.228	-6	1	-35.00000	 5.83333
86	5	84.2323	-6	2	-35.00000	11.66667
87	5	84.2395	-6	3	-35.00000	17.50000
88	5	84.2495	-6	4	-35.00000	23.33333
89	5	84.2624	-6	5	-35.00000	29.16667
90	5	84.2782	-6	6	-35.00000	35.00000
91	5	84.2969	-6	7	-35.00000	40.83333
92	5	84.3185	-6	8	-35.00000	46.66667
93	5	84.3429	-6	9	-35.00000	52.50000
94	5	84.3702	-6	10	-35.00000	58.33333
95	5	84.3544	-5	-10	-29.16667	-58.33333
96	5	84.3271	-5	-9	-29.16667	-52.50000
97	5	84.3027	-5	-8	-29.16667	-46.66667
98	5	84.2811	-5	-7	-29.16667	-40.83333
99	5	84.2624	-5	-6	-29.16667	-35.00000
100	5	84.2467	-5	-5	-29.16667	-29.16667
101	5	84.2337	-5	-4	-29.16667	-23.33333
102	5	84.2237	-5	-3	-29.16667	-17.50000
103	5	84.2165	-5	-2	-29.16667	-11.66667
104	5	84.2122	-5	-1	-29.16667	-5.83333
105	5	84.2108	-5	0	-29.16667	 0.00000
106	5	84.2122	-5	1	-29.16667	 5.83333
107	5	84.2165	-5	2	-29.16667	11.66667
