index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.005836	 0.000000	 0.710884	 0.000000	 0.710884	 0.000000
  1	  0	  1	  0	 0.059820	-0.027560	 7.286562	-3.357052	 8.022705	-0.431731
  2	  0	 -1	  0	 0.059820	 0.027560	 7.286562	 3.357052	 8.022705	 0.431731
  3	  1	  0	  0	-0.145631	-0.095917	-17.738947	-11.683436	21.240831	-2.559173
  4	 -1	  0	  0	-0.145631	 0.095917	-17.738947	11.683436	21.240831	 2.559173
  5	  0	 -2	  0	 0.137874	-0.030049	16.794122	-3.660209	17.188359	-0.214590
  6	  1	 -1	  0	 0.088698	-0.123623	10.804117	-15.058221	18.533186	-0.948429
  7	 -1	 -1	  0	-0.085355	-0.020028	-10.396918	-2.439544	10.679292	-2.911121
  8	  0	  2	  0	 0.137874	 0.030049	16.794122	 3.660209	17.188359	 0.214590
  9	  1	  1	  0	-0.085355	 0.020028	-10.396918	 2.439544	10.679292	 2.911121
 10	 -1	  1	  0	 0.088698	 0.123623	10.804117	15.058221	18.533186	 0.948429
 11	 -2	  0	  0	-0.026897	-0.098223	-3.276278	-11.964305	12.404781	-1.838082
 12	  2	  0	  0	-0.026897	 0.098223	-3.276278	11.964305	12.404781	 1.838082
