index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.039598	 0.000000	-4.823361	 0.000000	 4.823361	 3.141593
  1	  0	  1	  0	 0.048449	 0.016000	 5.901415	 1.948973	 6.214917	 0.318978
  2	  0	 -1	  0	 0.048449	-0.016000	 5.901415	-1.948973	 6.214917	-0.318978
  3	  1	  0	  0	-0.072980	 0.023199	-8.889519	 2.825792	 9.327843	 2.833815
  4	 -1	  0	  0	-0.072980	-0.023199	-8.889519	-2.825792	 9.327843	-2.833815
  5	  0	 -2	  0	 0.154697	-0.093470	18.843232	-11.385333	22.015749	-0.543512
  6	  1	 -1	  0	-0.159533	 0.043342	-19.432347	 5.279422	20.136743	 2.876314
  7	 -1	 -1	  0	 0.099717	-0.112207	12.146326	-13.667717	18.284959	-0.844267
  8	  0	  2	  0	 0.154697	 0.093470	18.843232	11.385333	22.015749	 0.543512
  9	  1	  1	  0	 0.099717	 0.112207	12.146326	13.667717	18.284959	 0.844267
 10	 -1	  1	  0	-0.159533	-0.043342	-19.432347	-5.279422	20.136743	-2.876314
 11	 -2	  0	  0	-0.024985	 0.026828	-3.043313	 3.267897	 4.465524	 2.320625
 12	  2	  0	  0	-0.024985	-0.026828	-3.043313	-3.267897	 4.465524	-2.320625
