index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.029924	 0.000000	-3.644916	 0.000000	 3.644916	 3.141593
  1	  0	  1	  0	 0.147934	-0.158197	18.019532	-19.269532	26.382160	-0.818908
  2	  0	 -1	  0	 0.147934	 0.158197	18.019532	19.269532	26.382160	 0.818908
  3	  1	  0	  0	-0.149047	 0.050363	-18.155032	 6.134638	19.163481	 2.815735
  4	 -1	  0	  0	-0.149047	-0.050363	-18.155032	-6.134638	19.163481	-2.815735
  5	  0	 -2	  0	 0.017027	-0.021988	 2.073998	-2.678364	 3.387492	-0.911891
  6	  1	 -1	  0	-0.003957	 0.012767	-0.481939	 1.555120	 1.628086	 1.871315
  7	 -1	 -1	  0	-0.043310	 0.054659	-5.275536	 6.657843	 8.494595	 2.240873
  8	  0	  2	  0	 0.017027	 0.021988	 2.073998	 2.678364	 3.387492	 0.911891
  9	  1	  1	  0	-0.043310	-0.054659	-5.275536	-6.657843	 8.494595	-2.240873
 10	 -1	  1	  0	-0.003957	-0.012767	-0.481939	-1.555120	 1.628086	-1.871315
 11	 -2	  0	  0	-0.001642	 0.053805	-0.200021	 6.553884	 6.556936	 1.601306
 12	  2	  0	  0	-0.001642	-0.053805	-0.200021	-6.553884	 6.556936	-1.601306
