index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.062657	 0.000000	-7.632076	 0.000000	 7.632076	 3.141593
  1	  0	  1	  0	-0.087425	 0.043532	-10.649038	 5.302504	11.896157	 2.679600
  2	  0	 -1	  0	-0.087425	-0.043532	-10.649038	-5.302504	11.896157	-2.679600
  3	  1	  0	  0	 0.092964	-0.115243	11.323778	-14.037480	18.035488	-0.891994
  4	 -1	  0	  0	 0.092964	 0.115243	11.323778	14.037480	18.035488	 0.891994
  5	  0	 -2	  0	-0.037204	 0.064819	-4.531743	 7.895503	 9.103608	 2.091853
  6	  1	 -1	  0	 0.136644	 0.056518	16.644303	 6.884316	18.011847	 0.392187
  7	 -1	 -1	  0	-0.139239	 0.041843	-16.960370	 5.096749	17.709630	 2.849669
  8	  0	  2	  0	-0.037204	-0.064819	-4.531743	-7.895503	 9.103608	-2.091853
  9	  1	  1	  0	-0.139239	-0.041843	-16.960370	-5.096749	17.709630	-2.849669
 10	 -1	  1	  0	 0.136644	-0.056518	16.644303	-6.884316	18.011847	-0.392187
 11	 -2	  0	  0	 0.017924	 0.062301	 2.183242	 7.588735	 7.896547	 1.290666
 12	  2	  0	  0	 0.017924	-0.062301	 2.183242	-7.588735	 7.896547	-1.290666
