index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.023960	 0.000000	 2.918501	 0.000000	 2.918501	 0.000000
  1	  0	  1	  0	-0.093195	 0.034572	-11.351841	 4.211159	12.107772	 2.786362
  2	  0	 -1	  0	-0.093195	-0.034572	-11.351841	-4.211159	12.107772	-2.786362
  3	  1	  0	  0	 0.016076	-0.023994	 1.958143	-2.922602	 3.517944	-0.980490
  4	 -1	  0	  0	 0.016076	 0.023994	 1.958143	 2.922602	 3.517944	 0.980490
  5	  0	 -2	  0	-0.037208	 0.070029	-4.532167	 8.530073	 9.659331	 2.059182
  6	  1	 -1	  0	 0.015678	-0.013529	 1.909729	-1.647966	 2.522470	-0.711954
  7	 -1	 -1	  0	-0.070162	 0.074475	-8.546304	 9.071643	12.463307	 2.326385
  8	  0	  2	  0	-0.037208	-0.070029	-4.532167	-8.530073	 9.659331	-2.059182
  9	  1	  1	  0	-0.070162	-0.074475	-8.546304	-9.071643	12.463307	-2.326385
 10	 -1	  1	  0	 0.015678	 0.013529	 1.909729	 1.647966	 2.522470	 0.711954
 11	 -2	  0	  0	 0.075500	-0.009623	 9.196471	-1.172176	 9.270872	-0.126776
 12	  2	  0	  0	 0.075500	 0.009623	 9.196471	 1.172176	 9.270872	 0.126776
