index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.124808	 0.000000	-15.202615	 0.000000	15.202615	 3.141593
  1	  0	  1	  0	 0.086895	 0.026931	10.584467	 3.280425	11.081161	 0.300540
  2	  0	 -1	  0	 0.086895	-0.026931	10.584467	-3.280425	11.081161	-0.300540
  3	  1	  0	  0	-0.069500	-0.002329	-8.465645	-0.283707	 8.470397	-3.108092
  4	 -1	  0	  0	-0.069500	 0.002329	-8.465645	 0.283707	 8.470397	 3.108092
  5	  0	 -2	  0	-0.061058	-0.005094	-7.437316	-0.620486	 7.463154	-3.058357
  6	  1	 -1	  0	 0.048172	 0.114681	 5.867701	13.969026	15.151357	 1.173125
  7	 -1	 -1	  0	 0.078501	-0.085426	 9.561986	-10.405490	14.131730	-0.827617
  8	  0	  2	  0	-0.061058	 0.005094	-7.437316	 0.620486	 7.463154	 3.058357
  9	  1	  1	  0	 0.078501	 0.085426	 9.561986	10.405490	14.131730	 0.827617
 10	 -1	  1	  0	 0.048172	-0.114681	 5.867701	-13.969026	15.151357	-1.173125
 11	 -2	  0	  0	-0.036341	 0.017427	-4.426603	 2.122801	 4.909287	 2.694434
 12	  2	  0	  0	-0.036341	-0.017427	-4.426603	-2.122801	 4.909287	-2.694434
