index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.183568	 0.000000	22.360007	 0.000000	22.360007	 0.000000
  1	  0	  1	  0	-0.040195	-0.033998	-4.896027	-4.141207	 6.412540	-2.439524
  2	  0	 -1	  0	-0.040195	 0.033998	-4.896027	 4.141207	 6.412540	 2.439524
  3	  1	  0	  0	-0.081017	 0.090846	-9.868460	11.065732	14.826899	 2.299065
  4	 -1	  0	  0	-0.081017	-0.090846	-9.868460	-11.065732	14.826899	-2.299065
  5	  0	 -2	  0	-0.004729	-0.033800	-0.575976	-4.117037	 4.157132	-1.709795
  6	  1	 -1	  0	 0.044049	 0.058289	 5.365492	 7.100033	 8.899381	 0.923657
  7	 -1	 -1	  0	-0.127293	 0.128781	-15.505192	15.686499	22.056229	 2.350382
  8	  0	  2	  0	-0.004729	 0.033800	-0.575976	 4.117037	 4.157132	 1.709795
  9	  1	  1	  0	-0.127293	-0.128781	-15.505192	-15.686499	22.056229	-2.350382
 10	 -1	  1	  0	 0.044049	-0.058289	 5.365492	-7.100033	 8.899381	-0.923657
 11	 -2	  0	  0	 0.140825	-0.015998	17.153586	-1.948641	17.263913	-0.113115
 12	  2	  0	  0	 0.140825	 0.015998	17.153586	 1.948641	17.263913	 0.113115
