index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.096452	 0.000000	-11.748612	 0.000000	11.748612	 3.141593
  1	  0	  1	  0	-0.026073	 0.002490	-3.175895	 0.303245	 3.190339	 3.046398
  2	  0	 -1	  0	-0.026073	-0.002490	-3.175895	-0.303245	 3.190339	-3.046398
  3	  1	  0	  0	 0.051670	-0.059703	 6.293798	-7.272279	 9.617584	-0.857401
  4	 -1	  0	  0	 0.051670	 0.059703	 6.293798	 7.272279	 9.617584	 0.857401
  5	  0	 -2	  0	 0.083434	-0.106544	10.162838	-12.977834	16.483550	-0.906451
  6	  1	 -1	  0	-0.020755	 0.036971	-2.528121	 4.503319	 5.164424	 2.082343
  7	 -1	 -1	  0	 0.000668	 0.020701	 0.081373	 2.521548	 2.522861	 1.538536
  8	  0	  2	  0	 0.083434	 0.106544	10.162838	12.977834	16.483550	 0.906451
  9	  1	  1	  0	 0.000668	-0.020701	 0.081373	-2.521548	 2.522861	-1.538536
 10	 -1	  1	  0	-0.020755	-0.036971	-2.528121	-4.503319	 5.164424	-2.082343
 11	 -2	  0	  0	-0.067660	-0.139448	-8.241517	-16.985829	18.879645	-2.022534
 12	  2	  0	  0	-0.067660	 0.139448	-8.241517	16.985829	18.879645	 2.022534
