index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.084137	 0.000000	10.248470	 0.000000	10.248470	 0.000000
  1	  0	  1	  0	 0.094313	-0.028760	11.488071	-3.503141	12.010320	-0.295980
  2	  0	 -1	  0	 0.094313	 0.028760	11.488071	 3.503141	12.010320	 0.295980
  3	  1	  0	  0	 0.073154	 0.104791	 8.910680	12.764376	15.566937	 0.961354
  4	 -1	  0	  0	 0.073154	-0.104791	 8.910680	-12.764376	15.566937	-0.961354
  5	  0	 -2	  0	-0.002662	 0.079142	-0.324226	 9.640152	 9.645603	 1.604417
  6	  1	 -1	  0	 0.082582	-0.008072	10.059124	-0.983257	10.107066	-0.097438
  7	 -1	 -1	  0	-0.074243	 0.130034	-9.043317	15.839103	18.238935	 2.089581
  8	  0	  2	  0	-0.002662	-0.079142	-0.324226	-9.640152	 9.645603	-1.604417
  9	  1	  1	  0	-0.074243	-0.130034	-9.043317	-15.839103	18.238935	-2.089581
 10	 -1	  1	  0	 0.082582	 0.008072	10.059124	 0.983257	10.107066	 0.097438
 11	 -2	  0	  0	-0.164132	 0.071714	-19.992492	 8.735275	21.817533	 2.729663
 12	  2	  0	  0	-0.164132	-0.071714	-19.992492	-8.735275	21.817533	-2.729663
