index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.199328	 0.000000	24.279706	 0.000000	24.279706	 0.000000
  1	  0	  1	  0	-0.053217	 0.025350	-6.482209	 3.087804	 7.180081	 2.697043
  2	  0	 -1	  0	-0.053217	-0.025350	-6.482209	-3.087804	 7.180081	-2.697043
  3	  1	  0	  0	-0.065187	 0.030184	-7.940282	 3.676696	 8.750210	 2.707945
  4	 -1	  0	  0	-0.065187	-0.030184	-7.940282	-3.676696	 8.750210	-2.707945
  5	  0	 -2	  0	-0.055904	-0.026828	-6.809544	-3.267819	 7.553048	-2.694164
  6	  1	 -1	  0	-0.029232	-0.013532	-3.560707	-1.648249	 3.923692	-2.708063
  7	 -1	 -1	  0	-0.039285	 0.066812	-4.785229	 8.138260	 9.440852	 2.102339
  8	  0	  2	  0	-0.055904	 0.026828	-6.809544	 3.267819	 7.553048	 2.694164
  9	  1	  1	  0	-0.039285	-0.066812	-4.785229	-8.138260	 9.440852	-2.102339
 10	 -1	  1	  0	-0.029232	 0.013532	-3.560707	 1.648249	 3.923692	 2.708063
 11	 -2	  0	  0	 0.120134	 0.044993	14.633287	 5.480457	15.625892	 0.358350
 12	  2	  0	  0	 0.120134	-0.044993	14.633287	-5.480457	15.625892	-0.358350
