index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	104.211	-12	0	-70.00000	 0.00000
1	5	104.199	-11	-4	-64.16667	-23.33333
2	5	104.187	-11	-3	-64.16667	-17.50000
3	5	104.178	-11	-2	-64.16667	-11.66667
4	5	104.172	-11	-1	-64.16667	-5.83333
5	5	104.17	-11	0	-64.16667	 0.00000
6	5	104.172	-11	1	-64.16667	 5.83333
7	5	104.178	-11	2	-64.16667	11.66667
8	5	104.187	-11	3	-64.16667	17.50000
9	5	104.199	-11	4	-64.16667	23.33333
10	5	104.197	-10	-6	-58.33333	-35.00000
11	5	104.178	-10	-5	-58.33333	-29.16667
12	5	104.162	-10	-4	-58.33333	-23.33333
13	5	104.149	-10	-3	-58.33333	-17.50000
14	5	104.14	-10	-2	-58.33333	-11.66667
15	5	104.135	-10	-1	-58.33333	-5.83333
16	5	104.133	-10	0	-58.33333	 0.00000
17	5	104.135	-10	1	-58.33333	 5.83333
18	5	104.14	-10	2	-58.33333	11.66667
19	5	104.149	-10	3	-58.33333	17.50000
20	5	104.162	-10	4	-58.33333	23.33333
21	5	104.178	-10	5	-58.33333	29.16667
22	5	104.197	-10	6	-58.33333	35.00000
23	5	104.187	-9	-7	-52.50000	-40.83333
24	5	104.164	-9	-6	-52.50000	-35.00000
25	5	104.144	-9	-5	-52.50000	-29.16667
26	5	104.128	-9	-4	-52.50000	-23.33333
27	5	104.116	-9	-3	-52.50000	-17.50000
28	5	104.107	-9	-2	-52.50000	-11.66667
29	5	104.101	-9	-1	-52.50000	-5.83333
30	5	104.1	-9	0	-52.50000	 0.00000
31	5	104.101	-9	1	-52.50000	 5.83333
32	5	104.107	-9	2	-52.50000	11.66667
33	5	104.116	-9	3	-52.50000	17.50000
34	5	104.128	-9	4	-52.50000	23.33333
35	5	104.144	-9	5	-52.50000	29.16667
36	5	104.164	-9	6	-52.50000	35.00000
37	5	104.187	-9	7	-52.50000	40.83333
38	5	104.183	-8	-8	-46.66667	-46.66667
39	5	104.156	-8	-7	-46.66667	-40.83333
40	5	104.133	-8	-6	-46.66667	-35.00000
41	5	104.114	-8	-5	-46.66667	-29.16667
42	5	104.098	-8	-4	-46.66667	-23.33333
43	5	104.085	-8	-3	-46.66667	-17.50000
44	5	104.077	-8	-2	-46.66667	-11.66667
45	5	104.071	-8	-1	-46.66667	-5.83333
46	5	104.069	-8	0	-46.66667	 0.00000
47	5	104.071	-8	1	-46.66667	 5.83333
48	5	104.077	-8	2	-46.66667	11.66667
49	5	104.085	-8	3	-46.66667	17.50000
50	5	104.098	-8	4	-46.66667	23.33333
