index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.183480	 0.000000	22.349241	 0.000000	22.349241	 0.000000
  1	  0	  1	  0	 0.083366	 0.003488	10.154603	 0.424812	10.163485	 0.041810
  2	  0	 -1	  0	 0.083366	-0.003488	10.154603	-0.424812	10.163485	-0.041810
  3	  1	  0	  0	 0.064545	-0.026729	 7.862079	-3.255823	 8.509564	-0.392617
  4	 -1	  0	  0	 0.064545	 0.026729	 7.862079	 3.255823	 8.509564	 0.392617
  5	  0	 -2	  0	-0.105749	 0.045528	-12.880986	 5.545630	14.024044	 2.735049
  6	  1	 -1	  0	-0.097687	 0.074514	-11.899031	 9.076385	14.965551	 2.489960
  7	 -1	 -1	  0	-0.125183	-0.116304	-15.248245	-14.166730	20.813582	-2.392945
  8	  0	  2	  0	-0.105749	-0.045528	-12.880986	-5.545630	14.024044	-2.735049
  9	  1	  1	  0	-0.125183	 0.116304	-15.248245	14.166730	20.813582	 2.392945
 10	 -1	  1	  0	-0.097687	-0.074514	-11.899031	-9.076385	14.965551	-2.489960
 11	 -2	  0	  0	-0.052640	 0.041143	-6.411996	 5.011548	 8.138139	 2.478179
 12	  2	  0	  0	-0.052640	-0.041143	-6.411996	-5.011548	 8.138139	-2.478179
