index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.156606	 0.000000	19.075850	 0.000000	19.075850	 0.000000
  1	  0	  1	  0	-0.042392	-0.007349	-5.163719	-0.895105	 5.240726	-2.969953
  2	  0	 -1	  0	-0.042392	 0.007349	-5.163719	 0.895105	 5.240726	 2.969953
  3	  1	  0	  0	-0.173347	-0.118317	-21.114968	-14.411890	25.564516	-2.542679
  4	 -1	  0	  0	-0.173347	 0.118317	-21.114968	14.411890	25.564516	 2.542679
  5	  0	 -2	  0	-0.003582	-0.037970	-0.436313	-4.625045	 4.645580	-1.664855
  6	  1	 -1	  0	 0.038266	-0.068527	 4.661087	-8.347067	 9.560297	-1.061519
  7	 -1	 -1	  0	 0.002218	-0.061188	 0.270109	-7.453174	 7.458067	-1.534571
  8	  0	  2	  0	-0.003582	 0.037970	-0.436313	 4.625045	 4.645580	 1.664855
  9	  1	  1	  0	 0.002218	 0.061188	 0.270109	 7.453174	 7.458067	 1.534571
 10	 -1	  1	  0	 0.038266	 0.068527	 4.661087	 8.347067	 9.560297	 1.061519
 11	 -2	  0	  0	-0.069984	 0.111136	-8.524616	13.537218	15.997667	 2.132780
 12	  2	  0	  0	-0.069984	-0.111136	-8.524616	-13.537218	15.997667	-2.132780
