index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.094076	 0.000000	-11.459214	 0.000000	11.459214	 3.141593
  1	  0	  1	  0	 0.065278	 0.016916	 7.951303	 2.060505	 8.213946	 0.253563
  2	  0	 -1	  0	 0.065278	-0.016916	 7.951303	-2.060505	 8.213946	-0.253563
  3	  1	  0	  0	 0.072809	-0.100019	 8.868686	-12.183053	15.069186	-0.941555
  4	 -1	  0	  0	 0.072809	 0.100019	 8.868686	12.183053	15.069186	 0.941555
  5	  0	 -2	  0	-0.046229	-0.080222	-5.631050	-9.771703	11.278072	-2.093578
  6	  1	 -1	  0	 0.148471	 0.032708	18.084855	 3.984089	18.518502	 0.216836
  7	 -1	 -1	  0	-0.040900	 0.004364	-4.981968	 0.531581	 5.010248	 3.035294
  8	  0	  2	  0	-0.046229	 0.080222	-5.631050	 9.771703	11.278072	 2.093578
  9	  1	  1	  0	-0.040900	-0.004364	-4.981968	-0.531581	 5.010248	-3.035294
 10	 -1	  1	  0	 0.148471	-0.032708	18.084855	-3.984089	18.518502	-0.216836
 11	 -2	  0	  0	 0.002296	-0.066510	 0.279649	-8.101419	 8.106244	-1.536292
 12	  2	  0	  0	 0.002296	 0.066510	 0.279649	 8.101419	 8.106244	 1.536292
