index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.137462	 0.000000	-16.743894	 0.000000	16.743894	 3.141593
  1	  0	  1	  0	 0.040576	 0.046488	 4.942453	 5.662572	 7.516153	 0.853198
  2	  0	 -1	  0	 0.040576	-0.046488	 4.942453	-5.662572	 7.516153	-0.853198
  3	  1	  0	  0	-0.139766	 0.015749	-17.024617	 1.918366	17.132359	 3.029384
  4	 -1	  0	  0	-0.139766	-0.015749	-17.024617	-1.918366	17.132359	-3.029384
  5	  0	 -2	  0	-0.014032	-0.056891	-1.709158	-6.929732	 7.137395	-1.812611
  6	  1	 -1	  0	-0.106918	-0.003808	-13.023483	-0.463870	13.031742	-3.105990
  7	 -1	 -1	  0	 0.088882	-0.040321	10.826441	-4.911397	11.888382	-0.425884
  8	  0	  2	  0	-0.014032	 0.056891	-1.709158	 6.929732	 7.137395	 1.812611
  9	  1	  1	  0	 0.088882	 0.040321	10.826441	 4.911397	11.888382	 0.425884
 10	 -1	  1	  0	-0.106918	 0.003808	-13.023483	 0.463870	13.031742	 3.105990
 11	 -2	  0	  0	-0.149762	 0.044467	-18.242109	 5.416392	19.029237	 2.852967
 12	  2	  0	  0	-0.149762	-0.044467	-18.242109	-5.416392	19.029237	-2.852967
