index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.195301	 0.000000	-23.789083	 0.000000	23.789083	 3.141593
  1	  0	  1	  0	 0.008929	 0.120720	 1.087609	14.704592	14.744759	 1.496967
  2	  0	 -1	  0	 0.008929	-0.120720	 1.087609	-14.704592	14.744759	-1.496967
  3	  1	  0	  0	-0.035747	-0.101771	-4.354273	-12.396515	13.138998	-1.908584
  4	 -1	  0	  0	-0.035747	 0.101771	-4.354273	12.396515	13.138998	 1.908584
  5	  0	 -2	  0	 0.066558	-0.011323	 8.107233	-1.379190	 8.223709	-0.168505
  6	  1	 -1	  0	 0.013455	 0.031194	 1.638974	 3.799622	 4.138039	 1.163558
  7	 -1	 -1	  0	-0.064686	-0.077971	-7.879208	-9.497477	12.340340	-2.263334
  8	  0	  2	  0	 0.066558	 0.011323	 8.107233	 1.379190	 8.223709	 0.168505
  9	  1	  1	  0	-0.064686	 0.077971	-7.879208	 9.497477	12.340340	 2.263334
 10	 -1	  1	  0	 0.013455	-0.031194	 1.638974	-3.799622	 4.138039	-1.163558
 11	 -2	  0	  0	 0.064818	 0.034020	 7.895324	 4.143875	 8.916716	 0.483331
 12	  2	  0	  0	 0.064818	-0.034020	 7.895324	-4.143875	 8.916716	-0.483331
