index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.185003	 0.000000	-22.534794	 0.000000	22.534794	 3.141593
  1	  0	  1	  0	 0.006423	-0.121486	 0.782355	-14.797955	14.818622	-1.517976
  2	  0	 -1	  0	 0.006423	 0.121486	 0.782355	14.797955	14.818622	 1.517976
  3	  1	  0	  0	-0.044911	 0.032640	-5.470536	 3.975813	 6.762681	 2.513126
  4	 -1	  0	  0	-0.044911	-0.032640	-5.470536	-3.975813	 6.762681	-2.513126
  5	  0	 -2	  0	 0.098701	 0.081766	12.022541	 9.959695	15.612079	 0.691831
  6	  1	 -1	  0	-0.169548	-0.021459	-20.652171	-2.613833	20.816923	-3.015697
  7	 -1	 -1	  0	-0.010951	-0.032465	-1.333869	-3.954532	 4.173431	-1.896114
  8	  0	  2	  0	 0.098701	-0.081766	12.022541	-9.959695	15.612079	-0.691831
  9	  1	  1	  0	-0.010951	 0.032465	-1.333869	 3.954532	 4.173431	 1.896114
 10	 -1	  1	  0	-0.169548	 0.021459	-20.652171	 2.613833	20.816923	 3.015697
 11	 -2	  0	  0	 0.037865	-0.158943	 4.612234	-19.360420	19.902225	-1.336926
 12	  2	  0	  0	 0.037865	 0.158943	 4.612234	19.360420	19.902225	 1.336926
