index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.026390	 0.000000	 3.214484	 0.000000	 3.214484	 0.000000
  1	  0	  1	  0	 0.006689	 0.001094	 0.814750	 0.133212	 0.825569	 0.162067
  2	  0	 -1	  0	 0.006689	-0.001094	 0.814750	-0.133212	 0.825569	-0.162067
  3	  1	  0	  0	-0.082035	 0.114549	-9.992521	13.952966	17.162044	 2.192284
  4	 -1	  0	  0	-0.082035	-0.114549	-9.992521	-13.952966	17.162044	-2.192284
  5	  0	 -2	  0	 0.030165	-0.017232	 3.674309	-2.098962	 4.231571	-0.519014
  6	  1	 -1	  0	 0.101674	 0.055770	12.384603	 6.793246	14.125388	 0.501709
  7	 -1	 -1	  0	-0.120531	 0.029091	-14.681590	 3.543482	15.103157	 2.904766
  8	  0	  2	  0	 0.030165	 0.017232	 3.674309	 2.098962	 4.231571	 0.519014
  9	  1	  1	  0	-0.120531	-0.029091	-14.681590	-3.543482	15.103157	-2.904766
 10	 -1	  1	  0	 0.101674	-0.055770	12.384603	-6.793246	14.125388	-0.501709
 11	 -2	  0	  0	-0.039600	 0.158868	-4.823622	19.351321	19.943444	 1.815084
 12	  2	  0	  0	-0.039600	-0.158868	-4.823622	-19.351321	19.943444	-1.815084
