index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.070562	 0.000000	-8.594990	 0.000000	 8.594990	 3.141593
  1	  0	  1	  0	 0.078380	 0.064490	 9.547217	 7.855356	12.363494	 0.688484
  2	  0	 -1	  0	 0.078380	-0.064490	 9.547217	-7.855356	12.363494	-0.688484
  3	  1	  0	  0	-0.026896	-0.036358	-3.276136	-4.428673	 5.508740	-2.207709
  4	 -1	  0	  0	-0.026896	 0.036358	-3.276136	 4.428673	 5.508740	 2.207709
  5	  0	 -2	  0	 0.155034	 0.065241	18.884307	 7.946899	20.488295	 0.398325
  6	  1	 -1	  0	 0.087809	-0.032584	10.695849	-3.968994	11.408510	-0.355328
  7	 -1	 -1	  0	 0.016218	-0.043146	 1.975435	-5.255517	 5.614517	-1.211256
  8	  0	  2	  0	 0.155034	-0.065241	18.884307	-7.946899	20.488295	-0.398325
  9	  1	  1	  0	 0.016218	 0.043146	 1.975435	 5.255517	 5.614517	 1.211256
 10	 -1	  1	  0	 0.087809	 0.032584	10.695849	 3.968994	11.408510	 0.355328
 11	 -2	  0	  0	 0.037705	 0.155475	 4.592750	18.938000	19.486949	 1.332875
 12	  2	  0	  0	 0.037705	-0.155475	 4.592750	-18.938000	19.486949	-1.332875
