index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.173051	 0.000000	21.078982	 0.000000	21.078982	 0.000000
  1	  0	  1	  0	 0.137628	 0.090279	16.764079	10.996666	20.048965	 0.580558
  2	  0	 -1	  0	 0.137628	-0.090279	16.764079	-10.996666	20.048965	-0.580558
  3	  1	  0	  0	 0.055930	-0.029861	 6.812707	-3.637272	 7.722871	-0.490395
  4	 -1	  0	  0	 0.055930	 0.029861	 6.812707	 3.637272	 7.722871	 0.490395
  5	  0	 -2	  0	 0.009555	 0.072504	 1.163923	 8.831575	 8.907942	 1.439760
  6	  1	 -1	  0	-0.134060	 0.046209	-16.329544	 5.628621	17.272388	 2.809657
  7	 -1	 -1	  0	-0.032744	-0.062226	-3.988511	-7.579588	 8.564950	-2.055197
  8	  0	  2	  0	 0.009555	-0.072504	 1.163923	-8.831575	 8.907942	-1.439760
  9	  1	  1	  0	-0.032744	 0.062226	-3.988511	 7.579588	 8.564950	 2.055197
 10	 -1	  1	  0	-0.134060	-0.046209	-16.329544	-5.628621	17.272388	-2.809657
 11	 -2	  0	  0	-0.063117	 0.051069	-7.688136	 6.220652	 9.889588	 2.461313
 12	  2	  0	  0	-0.063117	-0.051069	-7.688136	-6.220652	 9.889588	-2.461313
