index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.062662	 0.000000	-7.632695	 0.000000	 7.632695	 3.141593
  1	  0	  1	  0	-0.109418	-0.110188	-13.327982	-13.421785	18.915058	-2.352688
  2	  0	 -1	  0	-0.109418	 0.110188	-13.327982	13.421785	18.915058	 2.352688
  3	  1	  0	  0	 0.175291	 0.043739	21.351817	 5.327722	22.006470	 0.244528
  4	 -1	  0	  0	 0.175291	-0.043739	21.351817	-5.327722	22.006470	-0.244528
  5	  0	 -2	  0	-0.004791	-0.015635	-0.583606	-1.904473	 1.991887	-1.868150
  6	  1	 -1	  0	-0.052366	-0.106909	-6.378612	-13.022386	14.500663	-2.026266
  7	 -1	 -1	  0	-0.012194	-0.171388	-1.485314	-20.876322	20.929094	-1.641825
  8	  0	  2	  0	-0.004791	 0.015635	-0.583606	 1.904473	 1.991887	 1.868150
  9	  1	  1	  0	-0.012194	 0.171388	-1.485314	20.876322	20.929094	 1.641825
 10	 -1	  1	  0	-0.052366	 0.106909	-6.378612	13.022386	14.500663	 2.026266
 11	 -2	  0	  0	 0.064709	-0.070355	 7.882057	-8.569816	11.643391	-0.827178
 12	  2	  0	  0	 0.064709	 0.070355	 7.882057	 8.569816	11.643391	 0.827178
