index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.052122	 0.000000	 6.348809	 0.000000	 6.348809	 0.000000
  1	  0	  1	  0	-0.126249	 0.086943	-15.378104	10.590342	18.671942	 2.538516
  2	  0	 -1	  0	-0.126249	-0.086943	-15.378104	-10.590342	18.671942	-2.538516
  3	  1	  0	  0	-0.027482	 0.110035	-3.347499	13.403117	13.814822	 1.815545
  4	 -1	  0	  0	-0.027482	-0.110035	-3.347499	-13.403117	13.814822	-1.815545
  5	  0	 -2	  0	-0.032700	-0.110457	-3.983151	-13.454529	14.031744	-1.858621
  6	  1	 -1	  0	-0.073880	 0.049522	-8.999194	 6.032164	10.833859	 2.551079
  7	 -1	 -1	  0	-0.142285	-0.093170	-17.331388	-11.348786	20.716466	-2.561843
  8	  0	  2	  0	-0.032700	 0.110457	-3.983151	13.454529	14.031744	 1.858621
  9	  1	  1	  0	-0.142285	 0.093170	-17.331388	11.348786	20.716466	 2.561843
 10	 -1	  1	  0	-0.073880	-0.049522	-8.999194	-6.032164	10.833859	-2.551079
 11	 -2	  0	  0	-0.067900	 0.096878	-8.270775	11.800531	14.410352	 2.182114
 12	  2	  0	  0	-0.067900	-0.096878	-8.270775	-11.800531	14.410352	-2.182114
