index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.067279	 0.000000	-8.195036	 0.000000	 8.195036	 3.141593
  1	  0	  1	  0	-0.016951	 0.120476	-2.064749	14.674872	14.819415	 1.710578
  2	  0	 -1	  0	-0.016951	-0.120476	-2.064749	-14.674872	14.819415	-1.710578
  3	  1	  0	  0	 0.122614	-0.068689	14.935373	-8.366893	17.119295	-0.510646
  4	 -1	  0	  0	 0.122614	 0.068689	14.935373	 8.366893	17.119295	 0.510646
  5	  0	 -2	  0	-0.025115	-0.137924	-3.059159	-16.800153	17.076404	-1.750914
  6	  1	 -1	  0	-0.085416	-0.030648	-10.404323	-3.733196	11.053809	-2.797089
  7	 -1	 -1	  0	-0.063121	 0.034161	-7.688633	 4.161121	 8.742426	 2.645528
  8	  0	  2	  0	-0.025115	 0.137924	-3.059159	16.800153	17.076404	 1.750914
  9	  1	  1	  0	-0.063121	-0.034161	-7.688633	-4.161121	 8.742426	-2.645528
 10	 -1	  1	  0	-0.085416	 0.030648	-10.404323	 3.733196	11.053809	 2.797089
 11	 -2	  0	  0	 0.120580	-0.010318	14.687513	-1.256798	14.741187	-0.085361
 12	  2	  0	  0	 0.120580	 0.010318	14.687513	 1.256798	14.741187	 0.085361
