index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.112101	 0.000000	13.654729	 0.000000	13.654729	 0.000000
  1	  0	  1	  0	-0.082208	-0.114108	-10.013503	-13.899215	17.130628	-2.195107
  2	  0	 -1	  0	-0.082208	 0.114108	-10.013503	13.899215	17.130628	 2.195107
  3	  1	  0	  0	 0.083302	-0.016297	10.146866	-1.985135	10.339229	-0.193200
  4	 -1	  0	  0	 0.083302	 0.016297	10.146866	 1.985135	10.339229	 0.193200
  5	  0	 -2	  0	 0.098909	 0.055480	12.047908	 6.757936	13.813826	 0.511190
  6	  1	 -1	  0	 0.060639	 0.128076	 7.386265	15.600614	17.260825	 1.128605
  7	 -1	 -1	  0	 0.087410	 0.007248	10.647195	 0.882860	10.683736	 0.082730
  8	  0	  2	  0	 0.098909	-0.055480	12.047908	-6.757936	13.813826	-0.511190
  9	  1	  1	  0	 0.087410	-0.007248	10.647195	-0.882860	10.683736	-0.082730
 10	 -1	  1	  0	 0.060639	-0.128076	 7.386265	-15.600614	17.260825	-1.128605
 11	 -2	  0	  0	-0.030710	 0.035170	-3.740696	 4.284030	 5.687330	 2.288590
 12	  2	  0	  0	-0.030710	-0.035170	-3.740696	-4.284030	 5.687330	-2.288590
