index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.095019	 0.000000	-11.574010	 0.000000	11.574010	 3.141593
  1	  0	  1	  0	 0.071835	-0.083418	 8.750028	-10.160962	13.409256	-0.859869
  2	  0	 -1	  0	 0.071835	 0.083418	 8.750028	10.160962	13.409256	 0.859869
  3	  1	  0	  0	 0.046382	-0.120246	 5.649739	-14.646921	15.698784	-1.202653
  4	 -1	  0	  0	 0.046382	 0.120246	 5.649739	14.646921	15.698784	 1.202653
  5	  0	 -2	  0	-0.000834	 0.057075	-0.101551	 6.952151	 6.952892	 1.585402
  6	  1	 -1	  0	-0.021010	-0.038377	-2.559147	-4.674620	 5.329288	-2.071684
  7	 -1	 -1	  0	 0.075556	 0.077235	 9.203320	 9.407805	13.160847	 0.796385
  8	  0	  2	  0	-0.000834	-0.057075	-0.101551	-6.952151	 6.952892	-1.585402
  9	  1	  1	  0	 0.075556	-0.077235	 9.203320	-9.407805	13.160847	-0.796385
 10	 -1	  1	  0	-0.021010	 0.038377	-2.559147	 4.674620	 5.329288	 2.071684
 11	 -2	  0	  0	-0.027771	-0.131664	-3.382752	-16.037697	16.390568	-1.778674
 12	  2	  0	  0	-0.027771	 0.131664	-3.382752	16.037697	16.390568	 1.778674
