index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.006947	 0.000000	-0.846206	 0.000000	 0.846206	 3.141593
  1	  0	  1	  0	-0.039436	 0.133495	-4.803645	16.260656	16.955351	 1.858042
  2	  0	 -1	  0	-0.039436	-0.133495	-4.803645	-16.260656	16.955351	-1.858042
  3	  1	  0	  0	 0.019585	-0.000866	 2.385616	-0.105455	 2.387946	-0.044176
  4	 -1	  0	  0	 0.019585	 0.000866	 2.385616	 0.105455	 2.387946	 0.044176
  5	  0	 -2	  0	-0.066395	-0.000756	-8.087370	-0.092143	 8.087895	-3.130200
  6	  1	 -1	  0	-0.092880	-0.104178	-11.313496	-12.689627	17.000641	-2.298926
  7	 -1	 -1	  0	 0.120166	-0.013649	14.637165	-1.662588	14.731287	-0.113102
  8	  0	  2	  0	-0.066395	 0.000756	-8.087370	 0.092143	 8.087895	 3.130200
  9	  1	  1	  0	 0.120166	 0.013649	14.637165	 1.662588	14.731287	 0.113102
 10	 -1	  1	  0	-0.092880	 0.104178	-11.313496	12.689627	17.000641	 2.298926
 11	 -2	  0	  0	 0.039483	 0.020602	 4.809332	 2.509419	 5.424653	 0.480920
 12	  2	  0	  0	 0.039483	-0.020602	 4.809332	-2.509419	 5.424653	-0.480920
