index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.123578	 0.000000	15.052716	 0.000000	15.052716	 0.000000
  1	  0	  1	  0	 0.064533	-0.135143	 7.860550	-16.461422	18.241893	-1.125299
  2	  0	 -1	  0	 0.064533	 0.135143	 7.860550	16.461422	18.241893	 1.125299
  3	  1	  0	  0	-0.054280	 0.069143	-6.611685	 8.422152	10.707335	 2.236346
  4	 -1	  0	  0	-0.054280	-0.069143	-6.611685	-8.422152	10.707335	-2.236346
  5	  0	 -2	  0	 0.007153	-0.001285	 0.871344	-0.156525	 0.885291	-0.177741
  6	  1	 -1	  0	 0.141003	-0.093403	17.175231	-11.377196	20.601678	-0.585056
  7	 -1	 -1	  0	 0.121524	-0.013183	14.802548	-1.605849	14.889398	-0.108062
  8	  0	  2	  0	 0.007153	 0.001285	 0.871344	 0.156525	 0.885291	 0.177741
  9	  1	  1	  0	 0.121524	 0.013183	14.802548	 1.605849	14.889398	 0.108062
 10	 -1	  1	  0	 0.141003	 0.093403	17.175231	11.377196	20.601678	 0.585056
 11	 -2	  0	  0	 0.069996	-0.040539	 8.526003	-4.937956	 9.852722	-0.524958
 12	  2	  0	  0	 0.069996	 0.040539	 8.526003	 4.937956	 9.852722	 0.524958
