index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.021721	 0.000000	 2.645830	 0.000000	 2.645830	 0.000000
  1	  0	  1	  0	-0.108769	 0.053615	-13.248828	 6.530762	14.770995	 2.683616
  2	  0	 -1	  0	-0.108769	-0.053615	-13.248828	-6.530762	14.770995	-2.683616
  3	  1	  0	  0	-0.001936	 0.002598	-0.235794	 0.316445	 0.394634	 2.211175
  4	 -1	  0	  0	-0.001936	-0.002598	-0.235794	-0.316445	 0.394634	-2.211175
  5	  0	 -2	  0	-0.109361	-0.038338	-13.320984	-4.669860	14.115814	-2.804415
  6	  1	 -1	  0	 0.112643	-0.119866	13.720773	-14.600604	20.035899	-0.816454
  7	 -1	 -1	  0	 0.137518	-0.132535	16.750780	-16.143776	23.263923	-0.766947
  8	  0	  2	  0	-0.109361	 0.038338	-13.320984	 4.669860	14.115814	 2.804415
  9	  1	  1	  0	 0.137518	 0.132535	16.750780	16.143776	23.263923	 0.766947
 10	 -1	  1	  0	 0.112643	 0.119866	13.720773	14.600604	20.035899	 0.816454
 11	 -2	  0	  0	-0.078127	-0.118042	-9.516421	-14.378373	17.242386	-2.155461
 12	  2	  0	  0	-0.078127	 0.118042	-9.516421	14.378373	17.242386	 2.155461
