index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.080358	 0.000000	-9.788182	 0.000000	 9.788182	 3.141593
  1	  0	  1	  0	-0.005249	-0.038666	-0.639380	-4.709843	 4.753044	-1.705726
  2	  0	 -1	  0	-0.005249	 0.038666	-0.639380	 4.709843	 4.753044	 1.705726
  3	  1	  0	  0	 0.004255	-0.149242	 0.518258	-18.178837	18.186223	-1.542295
  4	 -1	  0	  0	 0.004255	 0.149242	 0.518258	18.178837	18.186223	 1.542295
  5	  0	 -2	  0	-0.049663	-0.076070	-6.049319	-9.265912	11.065776	-2.149178
  6	  1	 -1	  0	-0.040251	 0.029871	-4.902844	 3.638549	 6.105483	 2.503147
  7	 -1	 -1	  0	 0.003686	-0.001242	 0.448993	-0.151332	 0.473811	-0.325090
  8	  0	  2	  0	-0.049663	 0.076070	-6.049319	 9.265912	11.065776	 2.149178
  9	  1	  1	  0	 0.003686	 0.001242	 0.448993	 0.151332	 0.473811	 0.325090
 10	 -1	  1	  0	-0.040251	-0.029871	-4.902844	-3.638549	 6.105483	-2.503147
 11	 -2	  0	  0	 0.043853	-0.153767	 5.341630	-18.730001	19.476805	-1.292980
 12	  2	  0	  0	 0.043853	 0.153767	 5.341630	18.730001	19.476805	 1.292980
