index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.112974	 0.000000	-13.761055	 0.000000	13.761055	 3.141593
  1	  0	  1	  0	 0.137499	-0.020945	16.748362	-2.551275	16.941565	-0.151168
  2	  0	 -1	  0	 0.137499	 0.020945	16.748362	 2.551275	16.941565	 0.151168
  3	  1	  0	  0	-0.021653	 0.027649	-2.637543	 3.367857	 4.277744	 2.235179
  4	 -1	  0	  0	-0.021653	-0.027649	-2.637543	-3.367857	 4.277744	-2.235179
  5	  0	 -2	  0	 0.058904	 0.008064	 7.174999	 0.982215	 7.241916	 0.136048
  6	  1	 -1	  0	 0.004854	-0.021361	 0.591250	-2.601879	 2.668211	-1.347351
  7	 -1	 -1	  0	-0.035941	-0.059957	-4.377941	-7.303207	 8.514881	-2.110815
  8	  0	  2	  0	 0.058904	-0.008064	 7.174999	-0.982215	 7.241916	-0.136048
  9	  1	  1	  0	-0.035941	 0.059957	-4.377941	 7.303207	 8.514881	 2.110815
 10	 -1	  1	  0	 0.004854	 0.021361	 0.591250	 2.601879	 2.668211	 1.347351
 11	 -2	  0	  0	-0.057941	 0.037228	-7.057669	 4.534659	 8.388910	 2.570497
 12	  2	  0	  0	-0.057941	-0.037228	-7.057669	-4.534659	 8.388910	-2.570497
