index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.193653	 0.000000	-23.588393	 0.000000	23.588393	 3.141593
  1	  0	  1	  0	 0.117764	-0.018677	14.344591	-2.275037	14.523880	-0.157289
  2	  0	 -1	  0	 0.117764	 0.018677	14.344591	 2.275037	14.523880	 0.157289
  3	  1	  0	  0	 0.045326	 0.113435	 5.521034	13.817263	14.879468	 1.190656
  4	 -1	  0	  0	 0.045326	-0.113435	 5.521034	-13.817263	14.879468	-1.190656
  5	  0	 -2	  0	-0.068370	 0.017626	-8.327976	 2.146970	 8.600271	 2.889284
  6	  1	 -1	  0	-0.023091	 0.126706	-2.812666	15.433753	15.687951	 1.751059
  7	 -1	 -1	  0	-0.009606	 0.070900	-1.170042	 8.636131	 8.715031	 1.705459
  8	  0	  2	  0	-0.068370	-0.017626	-8.327976	-2.146970	 8.600271	-2.889284
  9	  1	  1	  0	-0.009606	-0.070900	-1.170042	-8.636131	 8.715031	-1.705459
 10	 -1	  1	  0	-0.023091	-0.126706	-2.812666	-15.433753	15.687951	-1.751059
 11	 -2	  0	  0	-0.007901	 0.096990	-0.962379	11.814171	11.853304	 1.652077
 12	  2	  0	  0	-0.007901	-0.096990	-0.962379	-11.814171	11.853304	-1.652077
