index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.045788	 0.000000	-5.577297	 0.000000	 5.577297	 3.141593
  1	  0	  1	  0	 0.091299	-0.003593	11.120879	-0.437701	11.129489	-0.039338
  2	  0	 -1	  0	 0.091299	 0.003593	11.120879	 0.437701	11.129489	 0.039338
  3	  1	  0	  0	 0.054290	 0.086342	 6.612891	10.517118	12.423369	 1.009488
  4	 -1	  0	  0	 0.054290	-0.086342	 6.612891	-10.517118	12.423369	-1.009488
  5	  0	 -2	  0	-0.037767	 0.130719	-4.600358	15.922603	16.573852	 1.852057
  6	  1	 -1	  0	 0.054653	-0.004196	 6.657104	-0.511087	 6.676694	-0.076623
  7	 -1	 -1	  0	-0.111927	-0.047118	-13.633499	-5.739364	14.792315	-2.743136
  8	  0	  2	  0	-0.037767	-0.130719	-4.600358	-15.922603	16.573852	-1.852057
  9	  1	  1	  0	-0.111927	 0.047118	-13.633499	 5.739364	14.792315	 2.743136
 10	 -1	  1	  0	 0.054653	 0.004196	 6.657104	 0.511087	 6.676694	 0.076623
 11	 -2	  0	  0	 0.045721	-0.011769	 5.569199	-1.433579	 5.750750	-0.251942
 12	  2	  0	  0	 0.045721	 0.011769	 5.569199	 1.433579	 5.750750	 0.251942
