index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.163316	 0.000000	-19.893184	 0.000000	19.893184	 3.141593
  1	  0	  1	  0	-0.069320	 0.093978	-8.443662	11.447266	14.224462	 2.206323
  2	  0	 -1	  0	-0.069320	-0.093978	-8.443662	-11.447266	14.224462	-2.206323
  3	  1	  0	  0	 0.056644	 0.081219	 6.899626	 9.893131	12.061462	 0.961807
  4	 -1	  0	  0	 0.056644	-0.081219	 6.899626	-9.893131	12.061462	-0.961807
  5	  0	 -2	  0	 0.093872	 0.132498	11.434362	16.139210	19.779250	 0.954399
  6	  1	 -1	  0	-0.043547	 0.080408	-5.304367	 9.794303	11.138433	 2.067150
  7	 -1	 -1	  0	-0.120822	-0.151460	-14.716982	-18.449014	23.599908	-2.244140
  8	  0	  2	  0	 0.093872	-0.132498	11.434362	-16.139210	19.779250	-0.954399
  9	  1	  1	  0	-0.120822	 0.151460	-14.716982	18.449014	23.599908	 2.244140
 10	 -1	  1	  0	-0.043547	-0.080408	-5.304367	-9.794303	11.138433	-2.067150
 11	 -2	  0	  0	-0.063246	 0.101350	-7.703818	12.345187	14.551717	 2.128701
 12	  2	  0	  0	-0.063246	-0.101350	-7.703818	-12.345187	14.551717	-2.128701
