index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.066254	 0.000000	-8.070221	 0.000000	 8.070221	 3.141593
  1	  0	  1	  0	-0.010593	 0.099860	-1.290281	12.163645	12.231888	 1.676478
  2	  0	 -1	  0	-0.010593	-0.099860	-1.290281	-12.163645	12.231888	-1.676478
  3	  1	  0	  0	-0.037544	 0.066491	-4.573127	 8.099104	 9.301021	 2.084815
  4	 -1	  0	  0	-0.037544	-0.066491	-4.573127	-8.099104	 9.301021	-2.084815
  5	  0	 -2	  0	-0.028558	 0.092883	-3.478636	11.313801	11.836511	 1.869091
  6	  1	 -1	  0	-0.091419	 0.084092	-11.135557	10.243058	15.130132	 2.397918
  7	 -1	 -1	  0	 0.103532	 0.051323	12.611012	 6.251526	14.075482	 0.460217
  8	  0	  2	  0	-0.028558	-0.092883	-3.478636	-11.313801	11.836511	-1.869091
  9	  1	  1	  0	 0.103532	-0.051323	12.611012	-6.251526	14.075482	-0.460217
 10	 -1	  1	  0	-0.091419	-0.084092	-11.135557	-10.243058	15.130132	-2.397918
 11	 -2	  0	  0	 0.032263	-0.055199	 3.929876	-6.723653	 7.787904	-1.041863
 12	  2	  0	  0	 0.032263	 0.055199	 3.929876	 6.723653	 7.787904	 1.041863
