index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	35.2293	-12	0	-70.00000	 0.00000
1	5	35.2252	-11	-4	-64.16667	-23.33333
2	5	35.2209	-11	-3	-64.16667	-17.50000
3	5	35.2179	-11	-2	-64.16667	-11.66667
4	5	35.2161	-11	-1	-64.16667	-5.83333
5	5	35.2155	-11	0	-64.16667	 0.00000
6	5	35.2161	-11	1	-64.16667	 5.83333
7	5	35.2179	-11	2	-64.16667	11.66667
8	5	35.2209	-11	3	-64.16667	17.50000
9	5	35.2252	-11	4	-64.16667	23.33333
10	5	35.2246	-10	-6	-58.33333	-35.00000
11	5	35.218	-10	-5	-58.33333	-29.16667
12	5	35.2125	-10	-4	-58.33333	-23.33333
13	5	35.2083	-10	-3	-58.33333	-17.50000
14	5	35.2053	-10	-2	-58.33333	-11.66667
15	5	35.2035	-10	-1	-58.33333	-5.83333
16	5	35.2029	-10	0	-58.33333	 0.00000
17	5	35.2035	-10	1	-58.33333	 5.83333
18	5	35.2053	-10	2	-58.33333	11.66667
19	5	35.2083	-10	3	-58.33333	17.50000
20	5	35.2125	-10	4	-58.33333	23.33333
21	5	35.218	-10	5	-58.33333	29.16667
22	5	35.2246	-10	6	-58.33333	35.00000
23	5	35.221	-9	-7	-52.50000	-40.83333
24	5	35.2132	-9	-6	-52.50000	-35.00000
25	5	35.2066	-9	-5	-52.50000	-29.16667
26	5	35.2012	-9	-4	-52.50000	-23.33333
27	5	35.1969	-9	-3	-52.50000	-17.50000
28	5	35.1939	-9	-2	-52.50000	-11.66667
29	5	35.1921	-9	-1	-52.50000	-5.83333
30	5	35.1915	-9	0	-52.50000	 0.00000
31	5	35.1921	-9	1	-52.50000	 5.83333
32	5	35.1939	-9	2	-52.50000	11.66667
33	5	35.1969	-9	3	-52.50000	17.50000
34	5	35.2012	-9	4	-52.50000	23.33333
35	5	35.2066	-9	5	-52.50000	29.16667
36	5	35.2132	-9	6	-52.50000	35.00000
37	5	35.221	-9	7	-52.50000	40.83333
38	5	35.2198	-8	-8	-46.66667	-46.66667
39	5	35.2108	-8	-7	-46.66667	-40.83333
40	5	35.203	-8	-6	-46.66667	-35.00000
41	5	35.1964	-8	-5	-46.66667	-29.16667
42	5	35.191	-8	-4	-46.66667	-23.33333
43	5	35.1868	-8	-3	-46.66667	-17.50000
44	5	35.1838	-8	-2	-46.66667	-11.66667
45	5	35.182	-8	-1	-46.66667	-5.83333
46	5	35.1814	-8	0	-46.66667	 0.00000
47	5	35.182	-8	1	-46.66667	 5.83333
48	5	35.1838	-8	2	-46.66667	11.66667
49	5	35.1868	-8	3	-46.66667	17.50000
50	5	35.191	-8	4	-46.66667	23.33333
51	5	35.1964	-8	5	-46.66667	29.16667
52	5	35.203	-8	6	-46.66667	35.00000
53	5	35.2108	-8	7	-46.66667	40.83333
54	5	35.2198	-8	8	-46.66667	46.66667
55	5	35.221	-7	-9	-40.83333	-52.50000
56	5	35.2108	-7	-8	-40.83333	-46.66667
57	5	35.2018	-7	-7	-40.83333	-40.83333
58	5	35.194	-7	-6	-40.83333	-35.00000
59	5	35.1874	-7	-5	-40.83333	-29.16667
60	5	35.182	-7	-4	-40.83333	-23.33333
61	5	35.1778	-7	-3	-40.83333	-17.50000
62	5	35.1748	-7	-2	-40.83333	-11.66667
63	5	35.173	-7	-1	-40.83333	-5.83333
64	5	35.1724	-7	0	-40.83333	 0.00000
65	5	35.173	-7	1	-40.83333	 5.83333
