index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.106733	 0.000000	-13.000856	 0.000000	13.000856	 3.141593
  1	  0	  1	  0	-0.138941	-0.132266	-16.924031	-16.111020	23.366382	-2.380800
  2	  0	 -1	  0	-0.138941	 0.132266	-16.924031	16.111020	23.366382	 2.380800
  3	  1	  0	  0	-0.024524	 0.049305	-2.987187	 6.005737	 6.707620	 2.032353
  4	 -1	  0	  0	-0.024524	-0.049305	-2.987187	-6.005737	 6.707620	-2.032353
  5	  0	 -2	  0	 0.076918	-0.112237	 9.369213	-13.671365	16.573726	-0.969993
  6	  1	 -1	  0	 0.019394	-0.074306	 2.362337	-9.051048	 9.354256	-1.315490
  7	 -1	 -1	  0	 0.126967	 0.023532	15.465543	 2.866395	15.728931	 0.183261
  8	  0	  2	  0	 0.076918	 0.112237	 9.369213	13.671365	16.573726	 0.969993
  9	  1	  1	  0	 0.126967	-0.023532	15.465543	-2.866395	15.728931	-0.183261
 10	 -1	  1	  0	 0.019394	 0.074306	 2.362337	 9.051048	 9.354256	 1.315490
 11	 -2	  0	  0	-0.055570	-0.005658	-6.768881	-0.689166	 6.803874	-3.040128
 12	  2	  0	  0	-0.055570	 0.005658	-6.768881	 0.689166	 6.803874	 3.040128
