index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.177034	 0.000000	-21.564109	 0.000000	21.564109	 3.141593
  1	  0	  1	  0	 0.061388	-0.003624	 7.477514	-0.441374	 7.490530	-0.058958
  2	  0	 -1	  0	 0.061388	 0.003624	 7.477514	 0.441374	 7.490530	 0.058958
  3	  1	  0	  0	 0.149043	-0.072488	18.154590	-8.829555	20.187872	-0.452671
  4	 -1	  0	  0	 0.149043	 0.072488	18.154590	 8.829555	20.187872	 0.452671
  5	  0	 -2	  0	-0.088809	 0.069558	-10.817580	 8.472701	13.740695	 2.477159
  6	  1	 -1	  0	-0.057600	-0.136324	-7.016146	-16.605339	18.026747	-1.970567
  7	 -1	 -1	  0	-0.032909	 0.006930	-4.008585	 0.844184	 4.096511	 2.934032
  8	  0	  2	  0	-0.088809	-0.069558	-10.817580	-8.472701	13.740695	-2.477159
  9	  1	  1	  0	-0.032909	-0.006930	-4.008585	-0.844184	 4.096511	-2.934032
 10	 -1	  1	  0	-0.057600	 0.136324	-7.016146	16.605339	18.026747	 1.970567
 11	 -2	  0	  0	 0.018994	 0.030356	 2.313615	 3.697619	 4.361789	 1.011691
 12	  2	  0	  0	 0.018994	-0.030356	 2.313615	-3.697619	 4.361789	-1.011691
