index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.059957	 0.000000	 7.303243	 0.000000	 7.303243	 0.000000
  1	  0	  1	  0	-0.109729	-0.017869	-13.365781	-2.176614	13.541851	-2.980160
  2	  0	 -1	  0	-0.109729	 0.017869	-13.365781	 2.176614	13.541851	 2.980160
  3	  1	  0	  0	 0.135363	-0.075134	16.488211	-9.151854	18.857824	-0.506715
  4	 -1	  0	  0	 0.135363	 0.075134	16.488211	 9.151854	18.857824	 0.506715
  5	  0	 -2	  0	 0.097765	 0.067022	11.908501	 8.163753	14.438118	 0.600955
  6	  1	 -1	  0	 0.108606	-0.006018	13.229070	-0.733053	13.249365	-0.055356
  7	 -1	 -1	  0	-0.023015	 0.020507	-2.803438	 2.497858	 3.754805	 2.413773
  8	  0	  2	  0	 0.097765	-0.067022	11.908501	-8.163753	14.438118	-0.600955
  9	  1	  1	  0	-0.023015	-0.020507	-2.803438	-2.497858	 3.754805	-2.413773
 10	 -1	  1	  0	 0.108606	 0.006018	13.229070	 0.733053	13.249365	 0.055356
 11	 -2	  0	  0	-0.009742	 0.039755	-1.186657	 4.842456	 4.985733	 1.811113
 12	  2	  0	  0	-0.009742	-0.039755	-1.186657	-4.842456	 4.985733	-1.811113
