index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.151073	 0.000000	18.401859	 0.000000	18.401859	 0.000000
  1	  0	  1	  0	 0.011568	-0.123589	 1.409015	-15.054109	15.119904	-1.477472
  2	  0	 -1	  0	 0.011568	 0.123589	 1.409015	15.054109	15.119904	 1.477472
  3	  1	  0	  0	 0.009163	-0.002266	 1.116116	-0.276002	 1.149735	-0.242424
  4	 -1	  0	  0	 0.009163	 0.002266	 1.116116	 0.276002	 1.149735	 0.242424
  5	  0	 -2	  0	 0.008037	 0.019473	 0.979025	 2.371936	 2.566042	 1.179344
  6	  1	 -1	  0	 0.005612	-0.106812	 0.683620	-13.010520	13.028467	-1.518301
  7	 -1	 -1	  0	-0.012002	-0.047206	-1.461931	-5.750002	 5.932939	-1.819770
  8	  0	  2	  0	 0.008037	-0.019473	 0.979025	-2.371936	 2.566042	-1.179344
  9	  1	  1	  0	-0.012002	 0.047206	-1.461931	 5.750002	 5.932939	 1.819770
 10	 -1	  1	  0	 0.005612	 0.106812	 0.683620	13.010520	13.028467	 1.518301
 11	 -2	  0	  0	-0.083161	 0.049393	-10.129643	 6.016487	11.781671	 2.605635
 12	  2	  0	  0	-0.083161	-0.049393	-10.129643	-6.016487	11.781671	-2.605635
