index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.140059	 0.000000	-17.060237	 0.000000	17.060237	 3.141593
  1	  0	  1	  0	 0.081214	 0.078811	 9.892500	 9.599752	13.784658	 0.770381
  2	  0	 -1	  0	 0.081214	-0.078811	 9.892500	-9.599752	13.784658	-0.770381
  3	  1	  0	  0	 0.040280	-0.078569	 4.906439	-9.570320	10.754727	-1.097062
  4	 -1	  0	  0	 0.040280	 0.078569	 4.906439	 9.570320	10.754727	 1.097062
  5	  0	 -2	  0	 0.008501	-0.052044	 1.035508	-6.339382	 6.423398	-1.408881
  6	  1	 -1	  0	 0.161742	-0.022666	19.701372	-2.760866	19.893880	-0.139229
  7	 -1	 -1	  0	-0.087575	 0.083609	-10.667272	10.184236	14.748198	 2.379356
  8	  0	  2	  0	 0.008501	 0.052044	 1.035508	 6.339382	 6.423398	 1.408881
  9	  1	  1	  0	-0.087575	-0.083609	-10.667272	-10.184236	14.748198	-2.379356
 10	 -1	  1	  0	 0.161742	 0.022666	19.701372	 2.760866	19.893880	 0.139229
 11	 -2	  0	  0	-0.047916	 0.146000	-5.836520	17.783905	18.717165	 1.887912
 12	  2	  0	  0	-0.047916	-0.146000	-5.836520	-17.783905	18.717165	-1.887912
