index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.031828	 0.000000	 3.876846	 0.000000	 3.876846	 0.000000
  1	  0	  1	  0	-0.034104	 0.014169	-4.154178	 1.725890	 4.498432	 2.747831
  2	  0	 -1	  0	-0.034104	-0.014169	-4.154178	-1.725890	 4.498432	-2.747831
  3	  1	  0	  0	-0.052427	-0.113970	-6.385956	-13.882386	15.280742	-2.001939
  4	 -1	  0	  0	-0.052427	 0.113970	-6.385956	13.882386	15.280742	 2.001939
  5	  0	 -2	  0	 0.051440	 0.001368	 6.265833	 0.166681	 6.268050	 0.026595
  6	  1	 -1	  0	-0.072544	-0.023721	-8.836378	-2.889377	 9.296778	-2.825565
  7	 -1	 -1	  0	 0.028821	 0.085748	 3.510623	10.444785	11.018984	 1.246547
  8	  0	  2	  0	 0.051440	-0.001368	 6.265833	-0.166681	 6.268050	-0.026595
  9	  1	  1	  0	 0.028821	-0.085748	 3.510623	-10.444785	11.018984	-1.246547
 10	 -1	  1	  0	-0.072544	 0.023721	-8.836378	 2.889377	 9.296778	 2.825565
 11	 -2	  0	  0	 0.004478	 0.154224	 0.545470	18.785655	18.793573	 1.541768
 12	  2	  0	  0	 0.004478	-0.154224	 0.545470	-18.785655	18.793573	-1.541768
