index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.003240	 0.000000	-0.394714	 0.000000	 0.394714	 3.141593
  1	  0	  1	  0	-0.059625	-0.015267	-7.262809	-1.859689	 7.497122	-2.890922
  2	  0	 -1	  0	-0.059625	 0.015267	-7.262809	 1.859689	 7.497122	 2.890922
  3	  1	  0	  0	 0.000610	 0.036320	 0.074260	 4.424023	 4.424646	 1.554012
  4	 -1	  0	  0	 0.000610	-0.036320	 0.074260	-4.424023	 4.424646	-1.554012
  5	  0	 -2	  0	 0.096560	-0.007823	11.761700	-0.952896	11.800237	-0.080840
  6	  1	 -1	  0	 0.084399	 0.081869	10.280398	 9.972216	14.322419	 0.770182
  7	 -1	 -1	  0	-0.118091	-0.085393	-14.384343	-10.401537	17.751093	-2.515521
  8	  0	  2	  0	 0.096560	 0.007823	11.761700	 0.952896	11.800237	 0.080840
  9	  1	  1	  0	-0.118091	 0.085393	-14.384343	10.401537	17.751093	 2.515521
 10	 -1	  1	  0	 0.084399	-0.081869	10.280398	-9.972216	14.322419	-0.770182
 11	 -2	  0	  0	 0.121594	 0.062103	14.811067	 7.564612	16.631027	 0.472203
 12	  2	  0	  0	 0.121594	-0.062103	14.811067	-7.564612	16.631027	-0.472203
