index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.082859	 0.000000	-10.092830	 0.000000	10.092830	 3.141593
  1	  0	  1	  0	-0.021158	 0.047762	-2.577257	 5.817727	 6.363034	 1.987814
  2	  0	 -1	  0	-0.021158	-0.047762	-2.577257	-5.817727	 6.363034	-1.987814
  3	  1	  0	  0	 0.075509	-0.085924	 9.197616	-10.466141	13.933279	-0.849820
  4	 -1	  0	  0	 0.075509	 0.085924	 9.197616	10.466141	13.933279	 0.849820
  5	  0	 -2	  0	-0.059532	-0.040519	-7.251489	-4.935574	 8.771772	-2.543986
  6	  1	 -1	  0	 0.039544	-0.005151	 4.816812	-0.627394	 4.857499	-0.129522
  7	 -1	 -1	  0	-0.001596	 0.027154	-0.194427	 3.307568	 3.313278	 1.629511
  8	  0	  2	  0	-0.059532	 0.040519	-7.251489	 4.935574	 8.771772	 2.543986
  9	  1	  1	  0	-0.001596	-0.027154	-0.194427	-3.307568	 3.313278	-1.629511
 10	 -1	  1	  0	 0.039544	 0.005151	 4.816812	 0.627394	 4.857499	 0.129522
 11	 -2	  0	  0	-0.001426	-0.068208	-0.173727	-8.308195	 8.310011	-1.591704
 12	  2	  0	  0	-0.001426	 0.068208	-0.173727	 8.308195	 8.310011	 1.591704
