index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.186414	 0.000000	22.706671	 0.000000	22.706671	 0.000000
  1	  0	  1	  0	 0.153207	 0.089512	18.661802	10.903293	21.613530	 0.528764
  2	  0	 -1	  0	 0.153207	-0.089512	18.661802	-10.903293	21.613530	-0.528764
  3	  1	  0	  0	 0.055130	 0.142137	 6.715235	17.313408	18.570096	 1.200796
  4	 -1	  0	  0	 0.055130	-0.142137	 6.715235	-17.313408	18.570096	-1.200796
  5	  0	 -2	  0	 0.042230	-0.055582	 5.143935	-6.770281	 8.502750	-0.921064
  6	  1	 -1	  0	-0.001267	 0.014204	-0.154391	 1.730155	 1.737030	 1.659796
  7	 -1	 -1	  0	 0.027010	 0.073581	 3.289992	 8.962773	 9.547531	 1.218993
  8	  0	  2	  0	 0.042230	 0.055582	 5.143935	 6.770281	 8.502750	 0.921064
  9	  1	  1	  0	 0.027010	-0.073581	 3.289992	-8.962773	 9.547531	-1.218993
 10	 -1	  1	  0	-0.001267	-0.014204	-0.154391	-1.730155	 1.737030	-1.659796
 11	 -2	  0	  0	-0.011496	 0.044031	-1.400269	 5.363305	 5.543085	 1.826179
 12	  2	  0	  0	-0.011496	-0.044031	-1.400269	-5.363305	 5.543085	-1.826179
