index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.113589	 0.000000	-13.835961	 0.000000	13.835961	 3.141593
  1	  0	  1	  0	-0.001590	 0.009273	-0.193654	 1.129579	 1.146059	 1.740585
  2	  0	 -1	  0	-0.001590	-0.009273	-0.193654	-1.129579	 1.146059	-1.740585
  3	  1	  0	  0	-0.109118	 0.004902	-13.291338	 0.597119	13.304744	 3.096697
  4	 -1	  0	  0	-0.109118	-0.004902	-13.291338	-0.597119	13.304744	-3.096697
  5	  0	 -2	  0	 0.026413	 0.098061	 3.217271	11.944514	12.370217	 1.307689
  6	  1	 -1	  0	 0.009870	-0.014411	 1.202291	-1.755312	 2.127586	-0.970246
  7	 -1	 -1	  0	 0.021929	-0.171652	 2.671134	-20.908543	21.078475	-1.443731
  8	  0	  2	  0	 0.026413	-0.098061	 3.217271	-11.944514	12.370217	-1.307689
  9	  1	  1	  0	 0.021929	 0.171652	 2.671134	20.908543	21.078475	 1.443731
 10	 -1	  1	  0	 0.009870	 0.014411	 1.202291	 1.755312	 2.127586	 0.970246
 11	 -2	  0	  0	 0.062588	-0.039212	 7.623648	-4.776278	 8.996268	-0.559683
 12	  2	  0	  0	 0.062588	 0.039212	 7.623648	 4.776278	 8.996268	 0.559683
