index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.041811	 0.000000	 5.092869	 0.000000	 5.092869	 0.000000
  1	  0	  1	  0	-0.003880	-0.002943	-0.472607	-0.358420	 0.593146	-2.492745
  2	  0	 -1	  0	-0.003880	 0.002943	-0.472607	 0.358420	 0.593146	 2.492745
  3	  1	  0	  0	 0.030853	 0.040008	 3.758138	 4.873318	 6.154091	 0.913886
  4	 -1	  0	  0	 0.030853	-0.040008	 3.758138	-4.873318	 6.154091	-0.913886
  5	  0	 -2	  0	-0.140605	 0.121830	-17.126776	14.839763	22.661532	 2.427617
  6	  1	 -1	  0	 0.023198	 0.011006	 2.825748	 1.340595	 3.127626	 0.442976
  7	 -1	 -1	  0	-0.000022	-0.058253	-0.002650	-7.095713	 7.095714	-1.571170
  8	  0	  2	  0	-0.140605	-0.121830	-17.126776	-14.839763	22.661532	-2.427617
  9	  1	  1	  0	-0.000022	 0.058253	-0.002650	 7.095713	 7.095714	 1.571170
 10	 -1	  1	  0	 0.023198	-0.011006	 2.825748	-1.340595	 3.127626	-0.442976
 11	 -2	  0	  0	 0.013654	 0.015605	 1.663188	 1.900823	 2.525733	 0.851976
 12	  2	  0	  0	 0.013654	-0.015605	 1.663188	-1.900823	 2.525733	-0.851976
