index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.132344	 0.000000	16.120468	 0.000000	16.120468	 0.000000
  1	  0	  1	  0	 0.095892	-0.053637	11.680418	-6.533382	13.383469	-0.509989
  2	  0	 -1	  0	 0.095892	 0.053637	11.680418	 6.533382	13.383469	 0.509989
  3	  1	  0	  0	-0.013061	 0.044535	-1.590880	 5.424743	 5.653206	 1.856062
  4	 -1	  0	  0	-0.013061	-0.044535	-1.590880	-5.424743	 5.653206	-1.856062
  5	  0	 -2	  0	-0.131771	 0.022206	-16.050693	 2.704855	16.277008	 2.974642
  6	  1	 -1	  0	-0.067736	-0.073849	-8.250722	-8.995317	12.206152	-2.313046
  7	 -1	 -1	  0	 0.072001	-0.056865	 8.770214	-6.926542	11.175582	-0.668478
  8	  0	  2	  0	-0.131771	-0.022206	-16.050693	-2.704855	16.277008	-2.974642
  9	  1	  1	  0	 0.072001	 0.056865	 8.770214	 6.926542	11.175582	 0.668478
 10	 -1	  1	  0	-0.067736	 0.073849	-8.250722	 8.995317	12.206152	 2.313046
 11	 -2	  0	  0	-0.007758	 0.163198	-0.944975	19.878697	19.901145	 1.618298
 12	  2	  0	  0	-0.007758	-0.163198	-0.944975	-19.878697	19.901145	-1.618298
