index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	80.5845	-12	0	-70.00000	 0.00000
1	5	80.5749	-11	-4	-64.16667	-23.33333
2	5	80.5653	-11	-3	-64.16667	-17.50000
3	5	80.5584	-11	-2	-64.16667	-11.66667
4	5	80.5543	-11	-1	-64.16667	-5.83333
5	5	80.5529	-11	0	-64.16667	 0.00000
6	5	80.5543	-11	1	-64.16667	 5.83333
7	5	80.5584	-11	2	-64.16667	11.66667
8	5	80.5653	-11	3	-64.16667	17.50000
9	5	80.5749	-11	4	-64.16667	23.33333
10	5	80.5736	-10	-6	-58.33333	-35.00000
11	5	80.5585	-10	-5	-58.33333	-29.16667
12	5	80.5461	-10	-4	-58.33333	-23.33333
13	5	80.5364	-10	-3	-58.33333	-17.50000
14	5	80.5296	-10	-2	-58.33333	-11.66667
15	5	80.5254	-10	-1	-58.33333	-5.83333
16	5	80.5241	-10	0	-58.33333	 0.00000
17	5	80.5254	-10	1	-58.33333	 5.83333
18	5	80.5296	-10	2	-58.33333	11.66667
19	5	80.5364	-10	3	-58.33333	17.50000
20	5	80.5461	-10	4	-58.33333	23.33333
21	5	80.5585	-10	5	-58.33333	29.16667
22	5	80.5736	-10	6	-58.33333	35.00000
23	5	80.5654	-9	-7	-52.50000	-40.83333
24	5	80.5475	-9	-6	-52.50000	-35.00000
25	5	80.5324	-9	-5	-52.50000	-29.16667
26	5	80.52	-9	-4	-52.50000	-23.33333
27	5	80.5104	-9	-3	-52.50000	-17.50000
28	5	80.5035	-9	-2	-52.50000	-11.66667
29	5	80.4994	-9	-1	-52.50000	-5.83333
30	5	80.498	-9	0	-52.50000	 0.00000
31	5	80.4994	-9	1	-52.50000	 5.83333
32	5	80.5035	-9	2	-52.50000	11.66667
33	5	80.5104	-9	3	-52.50000	17.50000
34	5	80.52	-9	4	-52.50000	23.33333
35	5	80.5324	-9	5	-52.50000	29.16667
36	5	80.5475	-9	6	-52.50000	35.00000
37	5	80.5654	-9	7	-52.50000	40.83333
38	5	80.5626	-8	-8	-46.66667	-46.66667
39	5	80.542	-8	-7	-46.66667	-40.83333
40	5	80.5241	-8	-6	-46.66667	-35.00000
41	5	80.509	-8	-5	-46.66667	-29.16667
42	5	80.4967	-8	-4	-46.66667	-23.33333
43	5	80.4871	-8	-3	-46.66667	-17.50000
44	5	80.4802	-8	-2	-46.66667	-11.66667
45	5	80.4761	-8	-1	-46.66667	-5.83333
46	5	80.4747	-8	0	-46.66667	 0.00000
47	5	80.4761	-8	1	-46.66667	 5.83333
48	5	80.4802	-8	2	-46.66667	11.66667
49	5	80.4871	-8	3	-46.66667	17.50000
50	5	80.4967	-8	4	-46.66667	23.33333
51	5	80.509	-8	5	-46.66667	29.16667
52	5	80.5241	-8	6	-46.66667	35.00000
53	5	80.542	-8	7	-46.66667	40.83333
54	5	80.5626	-8	8	-46.66667	46.66667
55	5	80.5654	-7	-9	-40.83333	-52.50000
56	5	80.542	-7	-8	-40.83333	-46.66667
57	5	80.5214	-7	-7	-40.83333	-40.83333
58	5	80.5036	-7	-6	-40.83333	-35.00000
59	5	80.4885	-7	-5	-40.83333	-29.16667
60	5	80.4761	-7	-4	-40.83333	-23.33333
61	5	80.4665	-7	-3	-40.83333	-17.50000
62	5	80.4597	-7	-2	-40.83333	-11.66667
63	5	80.4555	-7	-1	-40.83333	-5.83333
64	5	80.4542	-7	0	-40.83333	 0.00000
65	5	80.4555	-7	1	-40.83333	 5.83333
66	5	80.4597	-7	2	-40.83333	11.66667
67	5	80.4665	-7	3	-40.83333	17.50000
68	5	80.4761	-7	4	-40.83333	23.33333
69	5	80.4885	-7	5	-40.83333	29.16667
70	5	80.5036	-7	6	-40.83333	35.00000
71	5	80.5214	-7	7	-40.83333	40.83333
72	5	80.542	-7	8	-40.83333	46.66667
73	5	80.5654	-7	9	-40.83333	52.50000
74	5	80.5736	-6	-10	-35.00000	-58.33333
75	5	80.5475	-6	-9	-35.00000	-52.50000
76	5	80.5241	-6	-8	-35.00000	-46.66667
77	5	80.5036	-6	-7	-35.00000	-40.83333
78	5	80.4857	-6	-6	-35.00000	-35.00000
79	5	80.4706	-6	-5	-35.00000	-29.16667
80	5	80.4583	-6	-4	-35.00000	-23.33333
81	5	80.4487	-6	-3	-35.00000	-17.50000
82	5	80.4419	-6	-2	-35.00000	-11.66667
83	5	80.4377	-6	-1	-35.00000	-5.83333
84	5	80.4364	-6	0	-35.00000	 0.00000
85	5	80.4377	-6	1	-35.00000	 5.83333
86	5	80.4419	-6	2	-35.00000	11.66667
