index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.146874	 0.000000	-17.890382	 0.000000	17.890382	 3.141593
  1	  0	  1	  0	 0.084182	-0.105013	10.253991	-12.791438	16.394061	-0.895063
  2	  0	 -1	  0	 0.084182	 0.105013	10.253991	12.791438	16.394061	 0.895063
  3	  1	  0	  0	 0.029529	-0.105792	 3.596854	-12.886242	13.378811	-1.298601
  4	 -1	  0	  0	 0.029529	 0.105792	 3.596854	12.886242	13.378811	 1.298601
  5	  0	 -2	  0	 0.005557	 0.088966	 0.676905	10.836734	10.857854	 1.508413
  6	  1	 -1	  0	-0.011929	-0.043910	-1.453089	-5.348609	 5.542480	-1.836070
  7	 -1	 -1	  0	-0.052453	 0.062040	-6.389197	 7.556938	 9.895916	 2.272657
  8	  0	  2	  0	 0.005557	-0.088966	 0.676905	-10.836734	10.857854	-1.508413
  9	  1	  1	  0	-0.052453	-0.062040	-6.389197	-7.556938	 9.895916	-2.272657
 10	 -1	  1	  0	-0.011929	 0.043910	-1.453089	 5.348609	 5.542480	 1.836070
 11	 -2	  0	  0	 0.021766	-0.014540	 2.651206	-1.771077	 3.188355	-0.588944
 12	  2	  0	  0	 0.021766	 0.014540	 2.651206	 1.771077	 3.188355	 0.588944
