index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.165353	 0.000000	-20.141189	 0.000000	20.141189	 3.141593
  1	  0	  1	  0	 0.089554	-0.043715	10.908406	-5.324770	12.138637	-0.454110
  2	  0	 -1	  0	 0.089554	 0.043715	10.908406	 5.324770	12.138637	 0.454110
  3	  1	  0	  0	-0.102006	-0.128035	-12.425073	-15.595602	19.940041	-2.243524
  4	 -1	  0	  0	-0.102006	 0.128035	-12.425073	15.595602	19.940041	 2.243524
  5	  0	 -2	  0	 0.076296	-0.136659	 9.293481	-16.646049	19.064620	-1.061603
  6	  1	 -1	  0	 0.088494	 0.157036	10.779187	19.128198	21.956293	 1.057630
  7	 -1	 -1	  0	-0.154084	-0.018510	-18.768560	-2.254627	18.903497	-3.022038
  8	  0	  2	  0	 0.076296	 0.136659	 9.293481	16.646049	19.064620	 1.061603
  9	  1	  1	  0	-0.154084	 0.018510	-18.768560	 2.254627	18.903497	 3.022038
 10	 -1	  1	  0	 0.088494	-0.157036	10.779187	-19.128198	21.956293	-1.057630
 11	 -2	  0	  0	 0.110401	-0.152182	13.447682	-18.536872	22.901000	-0.943189
 12	  2	  0	  0	 0.110401	 0.152182	13.447682	18.536872	22.901000	 0.943189
