index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.008506	 0.000000	-1.036110	 0.000000	 1.036110	 3.141593
  1	  0	  1	  0	-0.056995	-0.158566	-6.942392	-19.314584	20.524374	-1.915854
  2	  0	 -1	  0	-0.056995	 0.158566	-6.942392	19.314584	20.524374	 1.915854
  3	  1	  0	  0	 0.088203	-0.006940	10.743789	-0.845387	10.776998	-0.078524
  4	 -1	  0	  0	 0.088203	 0.006940	10.743789	 0.845387	10.776998	 0.078524
  5	  0	 -2	  0	 0.019082	 0.052576	 2.324366	 6.404140	 6.812906	 1.222634
  6	  1	 -1	  0	 0.028461	-0.012258	 3.466730	-1.493074	 3.774584	-0.406677
  7	 -1	 -1	  0	-0.011781	-0.057905	-1.435029	-7.053208	 7.197711	-1.771514
  8	  0	  2	  0	 0.019082	-0.052576	 2.324366	-6.404140	 6.812906	-1.222634
  9	  1	  1	  0	-0.011781	 0.057905	-1.435029	 7.053208	 7.197711	 1.771514
 10	 -1	  1	  0	 0.028461	 0.012258	 3.466730	 1.493074	 3.774584	 0.406677
 11	 -2	  0	  0	 0.036121	 0.129774	 4.399843	15.807472	16.408376	 1.299328
 12	  2	  0	  0	 0.036121	-0.129774	 4.399843	-15.807472	16.408376	-1.299328
