index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.066246	 0.000000	-8.069215	 0.000000	 8.069215	 3.141593
  1	  0	  1	  0	 0.088123	 0.054262	10.734062	 6.609577	12.605816	 0.551925
  2	  0	 -1	  0	 0.088123	-0.054262	10.734062	-6.609577	12.605816	-0.551925
  3	  1	  0	  0	-0.006018	 0.147119	-0.733070	17.920259	17.935246	 1.611681
  4	 -1	  0	  0	-0.006018	-0.147119	-0.733070	-17.920259	17.935246	-1.611681
  5	  0	 -2	  0	-0.051857	 0.111347	-6.316586	13.562960	14.961723	 2.006649
  6	  1	 -1	  0	-0.055229	 0.119270	-6.727328	14.528023	16.010009	 2.004457
  7	 -1	 -1	  0	-0.041235	-0.091010	-5.022773	-11.085749	12.170541	-1.996212
  8	  0	  2	  0	-0.051857	-0.111347	-6.316586	-13.562960	14.961723	-2.006649
  9	  1	  1	  0	-0.041235	 0.091010	-5.022773	11.085749	12.170541	 1.996212
 10	 -1	  1	  0	-0.055229	-0.119270	-6.727328	-14.528023	16.010009	-2.004457
 11	 -2	  0	  0	 0.077652	-0.006750	 9.458662	-0.822207	 9.494330	-0.086708
 12	  2	  0	  0	 0.077652	 0.006750	 9.458662	 0.822207	 9.494330	 0.086708
