index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.091236	 0.000000	11.113266	 0.000000	11.113266	 0.000000
  1	  0	  1	  0	 0.080422	 0.160986	 9.795958	19.609323	21.919998	 1.107504
  2	  0	 -1	  0	 0.080422	-0.160986	 9.795958	-19.609323	21.919998	-1.107504
  3	  1	  0	  0	 0.068580	 0.003095	 8.353580	 0.376945	 8.362081	 0.045093
  4	 -1	  0	  0	 0.068580	-0.003095	 8.353580	-0.376945	 8.362081	-0.045093
  5	  0	 -2	  0	-0.040076	-0.053106	-4.881542	-6.468666	 8.103894	-2.217263
  6	  1	 -1	  0	 0.036420	 0.010521	 4.436214	 1.281535	 4.617610	 0.281224
  7	 -1	 -1	  0	 0.077950	 0.047271	 9.494928	 5.757978	11.104412	 0.545132
  8	  0	  2	  0	-0.040076	 0.053106	-4.881542	 6.468666	 8.103894	 2.217263
  9	  1	  1	  0	 0.077950	-0.047271	 9.494928	-5.757978	11.104412	-0.545132
 10	 -1	  1	  0	 0.036420	-0.010521	 4.436214	-1.281535	 4.617610	-0.281224
 11	 -2	  0	  0	-0.119126	 0.066443	-14.510460	 8.093239	16.614872	 2.632817
 12	  2	  0	  0	-0.119126	-0.066443	-14.510460	-8.093239	16.614872	-2.632817
