index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.016708	 0.000000	 2.035167	 0.000000	 2.035167	 0.000000
  1	  0	  1	  0	 0.171524	-0.107260	20.892876	-13.065118	24.641623	-0.558843
  2	  0	 -1	  0	 0.171524	 0.107260	20.892876	13.065118	24.641623	 0.558843
  3	  1	  0	  0	-0.114132	-0.011139	-13.902132	-1.356791	13.968183	-3.044305
  4	 -1	  0	  0	-0.114132	 0.011139	-13.902132	 1.356791	13.968183	 3.044305
  5	  0	 -2	  0	-0.073752	 0.017024	-8.983591	 2.073609	 9.219803	 2.914744
  6	  1	 -1	  0	 0.020407	 0.025600	 2.485761	 3.118275	 3.987812	 0.897790
  7	 -1	 -1	  0	 0.063173	 0.008820	 7.694901	 1.074320	 7.769534	 0.138718
  8	  0	  2	  0	-0.073752	-0.017024	-8.983591	-2.073609	 9.219803	-2.914744
  9	  1	  1	  0	 0.063173	-0.008820	 7.694901	-1.074320	 7.769534	-0.138718
 10	 -1	  1	  0	 0.020407	-0.025600	 2.485761	-3.118275	 3.987812	-0.897790
 11	 -2	  0	  0	-0.114716	-0.070024	-13.973249	-8.529432	16.370794	-2.593553
 12	  2	  0	  0	-0.114716	 0.070024	-13.973249	 8.529432	16.370794	 2.593553
