index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	19.8297	-12	0	-70.00000	 0.00000
1	5	19.8273	-11	-4	-64.16667	-23.33333
2	5	19.825	-11	-3	-64.16667	-17.50000
3	5	19.8233	-11	-2	-64.16667	-11.66667
4	5	19.8223	-11	-1	-64.16667	-5.83333
5	5	19.8219	-11	0	-64.16667	 0.00000
6	5	19.8223	-11	1	-64.16667	 5.83333
7	5	19.8233	-11	2	-64.16667	11.66667
8	5	19.825	-11	3	-64.16667	17.50000
9	5	19.8273	-11	4	-64.16667	23.33333
10	5	19.827	-10	-6	-58.33333	-35.00000
11	5	19.8233	-10	-5	-58.33333	-29.16667
12	5	19.8202	-10	-4	-58.33333	-23.33333
13	5	19.8179	-10	-3	-58.33333	-17.50000
14	5	19.8162	-10	-2	-58.33333	-11.66667
15	5	19.8152	-10	-1	-58.33333	-5.83333
16	5	19.8148	-10	0	-58.33333	 0.00000
17	5	19.8152	-10	1	-58.33333	 5.83333
18	5	19.8162	-10	2	-58.33333	11.66667
19	5	19.8179	-10	3	-58.33333	17.50000
20	5	19.8202	-10	4	-58.33333	23.33333
21	5	19.8233	-10	5	-58.33333	29.16667
22	5	19.827	-10	6	-58.33333	35.00000
23	5	19.825	-9	-7	-52.50000	-40.83333
24	5	19.8206	-9	-6	-52.50000	-35.00000
25	5	19.8169	-9	-5	-52.50000	-29.16667
26	5	19.8138	-9	-4	-52.50000	-23.33333
27	5	19.8115	-9	-3	-52.50000	-17.50000
28	5	19.8098	-9	-2	-52.50000	-11.66667
29	5	19.8088	-9	-1	-52.50000	-5.83333
30	5	19.8084	-9	0	-52.50000	 0.00000
31	5	19.8088	-9	1	-52.50000	 5.83333
32	5	19.8098	-9	2	-52.50000	11.66667
33	5	19.8115	-9	3	-52.50000	17.50000
34	5	19.8138	-9	4	-52.50000	23.33333
35	5	19.8169	-9	5	-52.50000	29.16667
36	5	19.8206	-9	6	-52.50000	35.00000
37	5	19.825	-9	7	-52.50000	40.83333
38	5	19.8243	-8	-8	-46.66667	-46.66667
39	5	19.8192	-8	-7	-46.66667	-40.83333
40	5	19.8148	-8	-6	-46.66667	-35.00000
41	5	19.8111	-8	-5	-46.66667	-29.16667
42	5	19.8081	-8	-4	-46.66667	-23.33333
43	5	19.8057	-8	-3	-46.66667	-17.50000
44	5	19.804	-8	-2	-46.66667	-11.66667
45	5	19.803	-8	-1	-46.66667	-5.83333
46	5	19.8027	-8	0	-46.66667	 0.00000
47	5	19.803	-8	1	-46.66667	 5.83333
48	5	19.804	-8	2	-46.66667	11.66667
49	5	19.8057	-8	3	-46.66667	17.50000
50	5	19.8081	-8	4	-46.66667	23.33333
51	5	19.8111	-8	5	-46.66667	29.16667
52	5	19.8148	-8	6	-46.66667	35.00000
53	5	19.8192	-8	7	-46.66667	40.83333
54	5	19.8243	-8	8	-46.66667	46.66667
55	5	19.825	-7	-9	-40.83333	-52.50000
56	5	19.8192	-7	-8	-40.83333	-46.66667
57	5	19.8142	-7	-7	-40.83333	-40.83333
58	5	19.8098	-7	-6	-40.83333	-35.00000
59	5	19.8061	-7	-5	-40.83333	-29.16667
60	5	19.803	-7	-4	-40.83333	-23.33333
61	5	19.8007	-7	-3	-40.83333	-17.50000
62	5	19.799	-7	-2	-40.83333	-11.66667
63	5	19.798	-7	-1	-40.83333	-5.83333
64	5	19.7976	-7	0	-40.83333	 0.00000
65	5	19.798	-7	1	-40.83333	 5.83333
66	5	19.799	-7	2	-40.83333	11.66667
67	5	19.8007	-7	3	-40.83333	17.50000
68	5	19.803	-7	4	-40.83333	23.33333
69	5	19.8061	-7	5	-40.83333	29.16667
70	5	19.8098	-7	6	-40.83333	35.00000
71	5	19.8142	-7	7	-40.83333	40.83333
72	5	19.8192	-7	8	-40.83333	46.66667
73	5	19.825	-7	9	-40.83333	52.50000
74	5	19.827	-6	-10	-35.00000	-58.33333
75	5	19.8206	-6	-9	-35.00000	-52.50000
76	5	19.8148	-6	-8	-35.00000	-46.66667
77	5	19.8098	-6	-7	-35.00000	-40.83333
78	5	19.8054	-6	-6	-35.00000	-35.00000
79	5	19.8017	-6	-5	-35.00000	-29.16667
80	5	19.7986	-6	-4	-35.00000	-23.33333
81	5	19.7963	-6	-3	-35.00000	-17.50000
82	5	19.7946	-6	-2	-35.00000	-11.66667
83	5	19.7936	-6	-1	-35.00000	-5.83333
84	5	19.7932	-6	0	-35.00000	 0.00000
85	5	19.7936	-6	1	-35.00000	 5.83333
86	5	19.7946	-6	2	-35.00000	11.66667
87	5	19.7963	-6	3	-35.00000	17.50000
88	5	19.7986	-6	4	-35.00000	23.33333
89	5	19.8017	-6	5	-35.00000	29.16667
90	5	19.8054	-6	6	-35.00000	35.00000
91	5	19.8098	-6	7	-35.00000	40.83333
92	5	19.8148	-6	8	-35.00000	46.66667
93	5	19.8206	-6	9	-35.00000	52.50000
94	5	19.827	-6	10	-35.00000	58.33333
95	5	19.8233	-5	-10	-29.16667	-58.33333
96	5	19.8169	-5	-9	-29.16667	-52.50000
97	5	19.8111	-5	-8	-29.16667	-46.66667
98	5	19.8061	-5	-7	-29.16667	-40.83333
99	5	19.8017	-5	-6	-29.16667	-35.00000
100	5	19.798	-5	-5	-29.16667	-29.16667
101	5	19.7949	-5	-4	-29.16667	-23.33333
102	5	19.7926	-5	-3	-29.16667	-17.50000
103	5	19.7909	-5	-2	-29.16667	-11.66667
104	5	19.7899	-5	-1	-29.16667	-5.83333
105	5	19.7895	-5	0	-29.16667	 0.00000
106	5	19.7899	-5	1	-29.16667	 5.83333
107	5	19.7909	-5	2	-29.16667	11.66667
108	5	19.7926	-5	3	-29.16667	17.50000
109	5	19.7949	-5	4	-29.16667	23.33333
110	5	19.798	-5	5	-29.16667	29.16667
111	5	19.8017	-5	6	-29.16667	35.00000
112	5	19.8061	-5	7	-29.16667	40.83333
113	5	19.8111	-5	8	-29.16667	46.66667
114	5	19.8169	-5	9	-29.16667	52.50000
115	5	19.8233	-5	10	-29.16667	58.33333
116	5	19.8273	-4	-11	-23.33333	-64.16667
117	5	19.8202	-4	-10	-23.33333	-58.33333
118	5	19.8138	-4	-9	-23.33333	-52.50000
119	5	19.8081	-4	-8	-23.33333	-46.66667
120	5	19.803	-4	-7	-23.33333	-40.83333
121	5	19.7986	-4	-6	-23.33333	-35.00000
122	5	19.7949	-4	-5	-23.33333	-29.16667
123	5	19.7919	-4	-4	-23.33333	-23.33333
124	5	19.7895	-4	-3	-23.33333	-17.50000
125	5	19.7879	-4	-2	-23.33333	-11.66667
126	5	19.7868	-4	-1	-23.33333	-5.83333
127	5	19.7865	-4	0	-23.33333	 0.00000
128	5	19.7868	-4	1	-23.33333	 5.83333
129	5	19.7879	-4	2	-23.33333	11.66667
130	5	19.7895	-4	3	-23.33333	17.50000
131	5	19.7919	-4	4	-23.33333	23.33333
132	5	19.7949	-4	5	-23.33333	29.16667
133	5	19.7986	-4	6	-23.33333	35.00000
134	5	19.803	-4	7	-23.33333	40.83333
135	5	19.8081	-4	8	-23.33333	46.66667
136	5	19.8138	-4	9	-23.33333	52.50000
137	5	19.8202	-4	10	-23.33333	58.33333
138	5	19.8273	-4	11	-23.33333	64.16667
139	5	19.825	-3	-11	-17.50000	-64.16667
140	5	19.8179	-3	-10	-17.50000	-58.33333
141	5	19.8115	-3	-9	-17.50000	-52.50000
142	5	19.8057	-3	-8	-17.50000	-46.66667
143	5	19.8007	-3	-7	-17.50000	-40.83333
144	5	19.7963	-3	-6	-17.50000	-35.00000
145	5	19.7926	-3	-5	-17.50000	-29.16667
146	5	19.7895	-3	-4	-17.50000	-23.33333
147	5	19.7872	-3	-3	-17.50000	-17.50000
148	5	19.7855	-3	-2	-17.50000	-11.66667
149	5	19.7845	-3	-1	-17.50000	-5.83333
150	5	19.7842	-3	0	-17.50000	 0.00000
151	5	19.7845	-3	1	-17.50000	 5.83333
152	5	19.7855	-3	2	-17.50000	11.66667
153	5	19.7872	-3	3	-17.50000	17.50000
154	5	19.7895	-3	4	-17.50000	23.33333
155	5	19.7926	-3	5	-17.50000	29.16667
156	5	19.7963	-3	6	-17.50000	35.00000
157	5	19.8007	-3	7	-17.50000	40.83333
158	5	19.8057	-3	8	-17.50000	46.66667
159	5	19.8115	-3	9	-17.50000	52.50000
160	5	19.8179	-3	10	-17.50000	58.33333
161	5	19.825	-3	11	-17.50000	64.16667
162	5	19.8233	-2	-11	-11.66667	-64.16667
163	5	19.8162	-2	-10	-11.66667	-58.33333
164	5	19.8098	-2	-9	-11.66667	-52.50000
165	5	19.804	-2	-8	-11.66667	-46.66667
166	5	19.799	-2	-7	-11.66667	-40.83333
167	5	19.7946	-2	-6	-11.66667	-35.00000
168	5	19.7909	-2	-5	-11.66667	-29.16667
169	5	19.7879	-2	-4	-11.66667	-23.33333
170	5	19.7855	-2	-3	-11.66667	-17.50000
171	5	19.7838	-2	-2	-11.66667	-11.66667
172	5	19.7828	-2	-1	-11.66667	-5.83333
173	5	19.7825	-2	0	-11.66667	 0.00000
174	5	19.7828	-2	1	-11.66667	 5.83333
175	5	19.7838	-2	2	-11.66667	11.66667
176	5	19.7855	-2	3	-11.66667	17.50000
177	5	19.7879	-2	4	-11.66667	23.33333
178	5	19.7909	-2	5	-11.66667	29.16667
179	5	19.7946	-2	6	-11.66667	35.00000
180	5	19.799	-2	7	-11.66667	40.83333
181	5	19.804	-2	8	-11.66667	46.66667
182	5	19.8098	-2	9	-11.66667	52.50000
183	5	19.8162	-2	10	-11.66667	58.33333
184	5	19.8233	-2	11	-11.66667	64.16667
185	5	19.8223	-1	-11	-5.83333	-64.16667
186	5	19.8152	-1	-10	-5.83333	-58.33333
187	5	19.8088	-1	-9	-5.83333	-52.50000
188	5	19.803	-1	-8	-5.83333	-46.66667
189	5	19.798	-1	-7	-5.83333	-40.83333
190	5	19.7936	-1	-6	-5.83333	-35.00000
191	5	19.7899	-1	-5	-5.83333	-29.16667
192	5	19.7868	-1	-4	-5.83333	-23.33333
193	5	19.7845	-1	-3	-5.83333	-17.50000
194	5	19.7828	-1	-2	-5.83333	-11.66667
195	5	19.7818	-1	-1	-5.83333	-5.83333
196	5	19.7815	-1	0	-5.83333	 0.00000
197	5	19.7818	-1	1	-5.83333	 5.83333
198	5	19.7828	-1	2	-5.83333	11.66667
199	5	19.7845	-1	3	-5.83333	17.50000
200	5	19.7868	-1	4	-5.83333	23.33333
201	5	19.7899	-1	5	-5.83333	29.16667
202	5	19.7936	-1	6	-5.83333	35.00000
203	5	19.798	-1	7	-5.83333	40.83333
204	5	19.803	-1	8	-5.83333	46.66667
205	5	19.8088	-1	9	-5.83333	52.50000
206	5	19.8152	-1	10	-5.83333	58.33333
207	5	19.8223	-1	11	-5.83333	64.16667
208	5	19.8297	0	-12	 0.00000	-70.00000
209	5	19.8219	0	-11	 0.00000	-64.16667
210	5	19.8148	0	-10	 0.00000	-58.33333
211	5	19.8084	0	-9	 0.00000	-52.50000
212	5	19.8027	0	-8	 0.00000	-46.66667
213	5	19.7976	0	-7	 0.00000	-40.83333
214	5	19.7932	0	-6	 0.00000	-35.00000
215	5	19.7895	0	-5	 0.00000	-29.16667
216	5	19.7865	0	-4	 0.00000	-23.33333
217	5	19.7842	0	-3	 0.00000	-17.50000
218	5	19.7825	0	-2	 0.00000	-11.66667
219	5	19.7815	0	-1	 0.00000	-5.83333
220	5	19.7811	0	0	 0.00000	 0.00000
221	5	19.7815	0	1	 0.00000	 5.83333
222	5	19.7825	0	2	 0.00000	11.66667
223	5	19.7842	0	3	 0.00000	17.50000
224	5	19.7865	0	4	 0.00000	23.33333
225	5	19.7895	0	5	 0.00000	29.16667
226	5	19.7932	0	6	 0.00000	35.00000
227	5	19.7976	0	7	 0.00000	40.83333
228	5	19.8027	0	8	 0.00000	46.66667
229	5	19.8084	0	9	 0.00000	52.50000
230	5	19.8148	0	10	 0.00000	58.33333
231	5	19.8219	0	11	 0.00000	64.16667
232	5	19.8297	0	12	 0.00000	70.00000
233	5	19.8223	1	-11	 5.83333	-64.16667
234	5	19.8152	1	-10	 5.83333	-58.33333
235	5	19.8088	1	-9	 5.83333	-52.50000
236	5	19.803	1	-8	 5.83333	-46.66667
237	5	19.798	1	-7	 5.83333	-40.83333
238	5	19.7936	1	-6	 5.83333	-35.00000
239	5	19.7899	1	-5	 5.83333	-29.16667
240	5	19.7868	1	-4	 5.83333	-23.33333
241	5	19.7845	1	-3	 5.83333	-17.50000
242	5	19.7828	1	-2	 5.83333	-11.66667
243	5	19.7818	1	-1	 5.83333	-5.83333
244	5	19.7815	1	0	 5.83333	 0.00000
245	5	19.7818	1	1	 5.83333	 5.83333
246	5	19.7828	1	2	 5.83333	11.66667
247	5	19.7845	1	3	 5.83333	17.50000
248	5	19.7868	1	4	 5.83333	23.33333
249	5	19.7899	1	5	 5.83333	29.16667
250	5	19.7936	1	6	 5.83333	35.00000
251	5	19.798	1	7	 5.83333	40.83333
252	5	19.803	1	8	 5.83333	46.66667
253	5	19.8088	1	9	 5.83333	52.50000
254	5	19.8152	1	10	 5.83333	58.33333
255	5	19.8223	1	11	 5.83333	64.16667
256	5	19.8233	2	-11	11.66667	-64.16667
257	5	19.8162	2	-10	11.66667	-58.33333
258	5	19.8098	2	-9	11.66667	-52.50000
259	5	19.804	2	-8	11.66667	-46.66667
260	5	19.799	2	-7	11.66667	-40.83333
261	5	19.7946	2	-6	11.66667	-35.00000
262	5	19.7909	2	-5	11.66667	-29.16667
263	5	19.7879	2	-4	11.66667	-23.33333
264	5	19.7855	2	-3	11.66667	-17.50000
265	5	19.7838	2	-2	11.66667	-11.66667
266	5	19.7828	2	-1	11.66667	-5.83333
267	5	19.7825	2	0	11.66667	 0.00000
268	5	19.7828	2	1	11.66667	 5.83333
269	5	19.7838	2	2	11.66667	11.66667
270	5	19.7855	2	3	11.66667	17.50000
271	5	19.7879	2	4	11.66667	23.33333
272	5	19.7909	2	5	11.66667	29.16667
273	5	19.7946	2	6	11.66667	35.00000
274	5	19.799	2	7	11.66667	40.83333
275	5	19.804	2	8	11.66667	46.66667
276	5	19.8098	2	9	11.66667	52.50000
277	5	19.8162	2	10	11.66667	58.33333
278	5	19.8233	2	11	11.66667	64.16667
279	5	19.825	3	-11	17.50000	-64.16667
280	5	19.8179	3	-10	17.50000	-58.33333
281	5	19.8115	3	-9	17.50000	-52.50000
282	5	19.8057	3	-8	17.50000	-46.66667
283	5	19.8007	3	-7	17.50000	-40.83333
284	5	19.7963	3	-6	17.50000	-35.00000
285	5	19.7926	3	-5	17.50000	-29.16667
286	5	19.7895	3	-4	17.50000	-23.33333
287	5	19.7872	3	-3	17.50000	-17.50000
288	5	19.7855	3	-2	17.50000	-11.66667
289	5	19.7845	3	-1	17.50000	-5.83333
290	5	19.7842	3	0	17.50000	 0.00000
291	5	19.7845	3	1	17.50000	 5.83333
292	5	19.7855	3	2	17.50000	11.66667
293	5	19.7872	3	3	17.50000	17.50000
294	5	19.7895	3	4	17.50000	23.33333
295	5	19.7926	3	5	17.50000	29.16667
296	5	19.7963	3	6	17.50000	35.00000
297	5	19.8007	3	7	17.50000	40.83333
